site_no,Year,UNIT_NAME
USGS-375106100544301,2000,Dune Sand
USGS-375121088104401,2000,Shelburn-Patoka Formations undivided
USGS-375251101135301,2000,Dune Sand
USGS-375259097252901,2000,Alluvium
USGS-375304097291301,2000,Alluvium
USGS-375327097285401,2000,Alluvium
USGS-375327097285402,2000,Alluvium
USGS-375332097284801,2000,Alluvium
USGS-375332097284802,2000,Alluvium
USGS-375502100363601,2000,Loess
USGS-375628097270801,2000,Alluvium
USGS-375740089400001,2000,Caseyville Formation
USGS-375804080294601,2000,Greenbrier Group
USGS-375807081093901,2000,New River Formation
USGS-375855100484001,2000,Loess
USGS-380020088523801,2000,Bond Formation
USGS-380025097312701,2000,Alluvium
USGS-380028097311001,2000,Alluvium
USGS-380028097311002,2000,Alluvium
USGS-380047097335601,2000,Alluvium
USGS-380049097335401,2000,Alluvium
USGS-380051097335501,2000,Alluvium
USGS-380051097335601,2000,Alluvium
USGS-380052097335301,2000,Alluvium
USGS-380052097335701,2000,Alluvium
USGS-380053097335101,2000,Alluvium
USGS-380053097335102,2000,Alluvium
USGS-380053097340501,2000,Alluvium
USGS-380118097342601,2000,Loess
USGS-380237097324401,2000,Alluvium
USGS-380256101035901,2000,Loess
USGS-380424097343801,2000,Alluvium
USGS-380643097353001,2000,Alluvium
USGS-380755080123701,2000,Greenbrier Group
USGS-381201100495101,2000,Loess
USGS-382014079052701,2000,Conococheague Formation
USGS-382506079500201,2000,Quaternary Alluvium
USGS-382725089433001,2000,Shelburn-Patoka Formations undivided
USGS-382803089325201,2000,Shelburn-Patoka Formations undivided
USGS-382805075330301,2000,Chesapeake Group
USGS-382830075073601,2000,Chesapeake Group
USGS-383000075326001,2000,Chesapeake Group
USGS-383101075141101,2000,Chesapeake Group
USGS-383311075344401,2000,Chesapeake Group
USGS-383334101131301,2000,Loess
USGS-383412088504701,2000,Mattoon Formation
USGS-383632089280101,2000,Shelburn-Patoka Formations undivided
USGS-383645078452101,2000,Conococheague Formation
USGS-383649075090801,2000,Chesapeake Group
USGS-383705075192801,2000,Chesapeake Group
USGS-383736075092801,2000,Chesapeake Group
USGS-383742088334801,2000,Mattoon Formation
USGS-383801075375701,2000,Chesapeake Group
USGS-383803101084701,2000,Loess
USGS-383815075271001,2000,Chesapeake Group
USGS-383936101120801,2000,Loess
USGS-383958087453201,2000,Bond Formation
USGS-384049088374901,2000,Mattoon Formation
USGS-384139075230101,2000,Chesapeake Group
USGS-384250081062701,2000,Conemaugh Group
USGS-384322075051101,2000,Chesapeake Group
USGS-384326075050801,2000,Chesapeake Group
USGS-384422101434201,2000,Loess
USGS-384428075355701,2000,Chesapeake Group
USGS-384526075091601,2000,Chesapeake Group
USGS-384530075121101,2000,Chesapeake Group
USGS-384533087364501,2000,Bond Formation
USGS-384556078385101,2000,"Edinburg Formation, Lincolnshire and New Market Limestones"
USGS-384623088130001,2000,Mattoon Formation
USGS-384818075354101,2000,Chesapeake Group
USGS-384819075190101,2000,Chesapeake Group
USGS-384856075151101,2000,Chesapeake Group
USGS-384926092251301,2000,Holocene series
USGS-385034092252501,2000,Holocene series
USGS-385103080561801,2000,Conemaugh Group
USGS-385132092263301,2000,Holocene series
USGS-385149092255501,2000,Holocene series
USGS-385218092262001,2000,Holocene series
USGS-385328092265902,2000,Holocene series
USGS-385406092261401,2000,Osagean Series
USGS-385419092280001,2000,Holocene series
USGS-385448075341801,2000,Chesapeake Group
USGS-385522075251802,2000,Chesapeake Group
USGS-385559119411801,2000,Older gravels
USGS-390018087430701,2000,Mattoon Formation
USGS-390244086593401,2000,Raccoon Creek Group
USGS-390441090245401,2000,"Meppen Limestone, Fern Glen Formation, and Burlington-Keokuk Limestone"
USGS-390505085513301,2000,Muscatatuck Group
USGS-390619075290901,2000,Chesapeake Group
USGS-390652075370701,2000,Chesapeake Group
USGS-390910088243901,2000,Mattoon Formation
USGS-390942094233902,2000,Holocene series
USGS-391000094224002,2000,Holocene series
USGS-391028089280001,2000,Bond Formation
USGS-391060075282801,2000,Chesapeake Group
USGS-391145074520401,2000,Cohansey Formation
USGS-391539095540801,2000,Wabaunsee Group
USGS-391545090304001,2000,"Meppen Limestone, Fern Glen Formation, and Burlington-Keokuk Limestone"
USGS-391611074383801,2000,Cohansey Formation
USGS-391636084452800,2000,Point Pleasant Formation
USGS-391747075364202,2000,Chesapeake Group
USGS-391820087535301,2000,Shelburn-Patoka Formations undivided
USGS-391844074451501,2000,Cohansey Formation
USGS-391854075065501,2000,Cohansey Formation
USGS-391857076474301,2000,Baltimore Gabbro Complex
USGS-391920095443001,2000,Drift
USGS-392018084371800,2000,Kope Formation
USGS-392051095552501,2000,Admire Group
USGS-392052095552901,2000,Admire Group
USGS-392123074534801,2000,Cohansey Formation
USGS-392134084563200,2000,Kope Formation
USGS-392159076520101,2000,Setters Formation
USGS-392328074315401,2000,Cohansey Formation
USGS-392430076410301,2000,Baltimore Gneiss
USGS-392511095472201,2000,Drift
USGS-392514095492201,2000,Drift
USGS-392517095493401,2000,Drift
USGS-392538076291401,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-392558075051901,2000,Cohansey Formation
USGS-392610076241701,2000,Port Deposit Gneiss
USGS-392635076312501,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-392636076312501,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-392711079271201,2000,Conemaugh Formation
USGS-392753075204701,2000,Cohansey Formation
USGS-392756084300900,2000,Kope Formation
USGS-392814076271101,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-392841076400201,2000,Cockeysville Marble
USGS-392959076310401,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-393024077402901,2000,Tomstown Dolomite
USGS-393049079175401,2000,Greenbrier Formation
USGS-393119076454501,2000,Baltimore Gneiss
USGS-393129074383201,2000,Cohansey Formation
USGS-393143076332601,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-393155076385301,2000,Baltimore Gneiss
USGS-393211077470001,2000,Conococheague Limestone
USGS-393221076483401,2000,Wissahickon Formation (Undivided)
USGS-393243076450901,2000,Wissahickon Formation (Undivided)
USGS-393313076373701,2000,Baltimore Gneiss
USGS-393342078570901,2000,Conemaugh Formation
USGS-393352076365301,2000,Baltimore Gneiss
USGS-393355076501901,2000,Wissahickon Formation (Undivided)
USGS-393415074563601,2000,Cohansey Formation
USGS-393418076435301,2000,Wissahickon Formation (Undivided)
USGS-393421084003300,2000,"Grant Lake and Fairview Formations, Miamitown Shale, Undivided"
USGS-393421084003301,2000,"Grant Lake and Fairview Formations, Miamitown Shale, Undivided"
USGS-393426076361401,2000,Baltimore Gneiss
USGS-393427076412201,2000,Wissahickon Formation; Lower Pelitic Schist
USGS-393455086562101,2000,Blue River Group
USGS-393512077451701,2000,Stonehenge Limestone
USGS-393519076344701,2000,Baltimore Gneiss
USGS-393530080151501,2000,Dunkard Group
USGS-393531074523901,2000,Cohansey Formation
USGS-393607076485001,2000,Wissahickon Formation (Undivided)
USGS-393622085483301,2000,Muscatatuck Group
USGS-393625077375501,2000,Elbrook Limestone
USGS-393633076443801,2000,Wissahickon Formation (Undivided)
USGS-393635088312701,2000,Mattoon Formation
USGS-393643076480201,2000,Wissahickon Formation (Undivided)
USGS-393707076450801,2000,Wissahickon Formation (Undivided)
USGS-393733076391301,2000,Wissahickon Formation (Undivided)
USGS-393738076391401,2000,Wissahickon Formation (Undivided)
USGS-393739075394202,2000,Potomac Formation
USGS-393744074244101,2000,Cohansey Formation
USGS-393746076470001,2000,Wissahickon Formation (Undivided)
USGS-393815077353001,2000,Tomstown Dolomite
USGS-393831085043500,2000,Whitewater Formation
USGS-393852075430901,2000,Potomac Formation
USGS-393907079165801,2000,Hampshire Formation
USGS-393916075440802,2000,Potomac Formation
USGS-393928075440202,2000,Potomac Formation
USGS-393928076381301,2000,Wissahickon Formation (Undivided)
USGS-393940074534201,2000,Cohansey Formation
USGS-394013076343001,2000,Wissahickon Formation (Undivided)
USGS-394014075060001,2000,Cohansey Formation
USGS-394018074324701,2000,Cohansey Formation
USGS-394057076423301,2000,Wissahickon Formation (Undivided)
USGS-394108075250401,2000,Marshalltown Formation
USGS-394117074214001,2000,Cohansey Formation
USGS-394123074435101,2000,Cohansey Formation
USGS-394125077473201,2000,Martinsburg Formation
USGS-394130076360101,2000,Wissahickon Formation (Undivided)
USGS-394143078421301,2000,"Hamilton Group (including Mahantango Formation and Marcellus Shale), and including Tioga Metabentontite Bed, and Needmore Shale"
USGS-394149078052801,2000,"Hamilton Group (including Mahantango Formation and Marcellus Shale), and including Tioga Metabentontite Bed, and Needmore Shale"
USGS-394203075265401,2000,Merchantville Formation
USGS-394206076470201,2000,Wissahickon Formation (Undivided)
USGS-394219077335301,2000,Tomstown Dolomite
USGS-394233074574401,2000,Cohansey Formation
USGS-394233083576000,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-394245075151001,2000,Lower Member of the Kirkwood Formation
USGS-394253077390501,2000,Conococheague Limestone
USGS-394301077423601,2000,Rockdale Run Formation
USGS-394311078245501,2000,"""Chemung"" Formation, Parkhead Sandstone, Brallier Formation, and Harrell Shale"
USGS-394340075012701,2000,Cohansey Formation
USGS-394342075040301,2000,Cohansey Formation
USGS-394420084463001,2000,"Clinton and Cataract Groups, Undivided"
USGS-394430076015501,2000,"""Glenarm Wissahickon"" formation"
USGS-394446075031001,2000,Cohansey Formation
USGS-394508076045001,2000,Peters Creek Schist
USGS-394513076014201,2000,"""Glenarm Wissahickon"" formation"
USGS-394527075515601,2000,"""Glenarm Wissahickon"" formation"
USGS-394535076003001,2000,"""Glenarm Wissahickon"" formation"
USGS-394601076030001,2000,Peters Creek Schist
USGS-394604075003601,2000,Cohansey Formation
USGS-394628075592601,2000,"""Glenarm Wissahickon"" formation"
USGS-394640076021801,2000,"""Glenarm Wissahickon"" formation"
USGS-394642074375401,2000,Cohansey Formation
USGS-394650084320300,2000,"Waynesville and Arnheim Formations, Undivided"
USGS-394745085051300,2000,Dillsboro Formation
USGS-394750089044701,2000,Shelburn-Patoka Formations undivided
USGS-394755076020601,2000,Peters Creek Schist
USGS-394759085071000,2000,Dillsboro Formation
USGS-394759085071001,2000,Dillsboro Formation
USGS-394814075591401,2000,Peters Creek Schist
USGS-394818076002401,2000,Peters Creek Schist
USGS-394849075184501,2000,Magothy Formation
USGS-394900075591701,2000,Peters Creek Schist
USGS-394926090335701,2000,"Meppen Limestone, Fern Glen Formation, and Burlington-Keokuk Limestone"
USGS-395021075591701,2000,Peters Creek Schist
USGS-395048075413601,2000,Setters Quartzite
USGS-395058075574901,2000,Peters Creek Schist
USGS-395135085070000,2000,Dillsboro Formation
USGS-395135085070001,2000,Dillsboro Formation
USGS-395143075044101,2000,Englishtown Formation
USGS-395207075575502,2000,Peters Creek Schist
USGS-395213085052200,2000,Dillsboro Formation
USGS-395248084491600,2000,Whitewater Formation
USGS-395310075555301,2000,Peters Creek Schist
USGS-395328075573301,2000,Peters Creek Schist
USGS-395341074345101,2000,Cohansey Formation
USGS-395358075053701,2000,Merchantville Formation
USGS-395417074143401,2000,Cohansey Formation
USGS-395439075553601,2000,Peters Creek Schist
USGS-395542075561401,2000,Peters Creek Schist
USGS-395638075562901,2000,Octoraro Formation
USGS-395709086040101,2000,Wabash Formation
USGS-395806074540501,2000,Englishtown Formation
USGS-395813091165001,2000,"Meppen Limestone, Fern Glen Formation, and Burlington-Keokuk Limestone"
USGS-395814075002201,2000,Merchantville Formation
USGS-395833075581201,2000,Felsic to mafic gneiss
USGS-395849083494501,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-395855074470701,2000,Wenonah Formation
USGS-395900074242801,2000,Cohansey Formation
USGS-395911084422700,2000,Lockport Dolomite
USGS-395939075575701,2000,Banded mafic gneiss
USGS-400019083412000,2000,"Cedarville, Springfield, and Euphemia Dolomites, Undivided"
USGS-400145084106000,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-400203101504001,2000,Pierre Shale
USGS-400228101505001,2000,Pierre Shale
USGS-400312089165401,2000,Bond Formation
USGS-400320084402400,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-400405101352201,2000,Ogallala Group or Formation
USGS-400528101353301,2000,Ogallala Group or Formation
USGS-400529074260601,2000,Lower Member of the Kirkwood Formation
USGS-400533101504501,2000,Ogallala Group or Formation
USGS-400634102023801,2000,Ogallala Group or Formation
USGS-400646102015001,2000,Ogallala Group or Formation
USGS-400746101572701,2000,Ogallala Group or Formation
USGS-400815101585401,2000,Ogallala Group or Formation
USGS-400850083404700,2000,Salina Group
USGS-400850083404701,2000,Salina Group
USGS-400954074302001,2000,Navesink Formation
USGS-401001102010601,2000,Ogallala Group or Formation
USGS-401006102025701,2000,Ogallala Group or Formation
USGS-401020089231201,2000,Shelburn-Patoka Formations undivided
USGS-401040084154000,2000,"Clinton and Cataract Groups, Undivided"
USGS-401238084144400,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-401238084144401,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-401240083492600,2000,Salina Group
USGS-401240083492601,2000,Salina Group
USGS-401256088545001,2000,Shelburn-Patoka Formations undivided
USGS-401257101512801,2000,Ogallala Group or Formation
USGS-401307083450600,2000,Lockport Dolomite
USGS-401307083450601,2000,Lockport Dolomite
USGS-401348101523601,2000,Ogallala Group or Formation
USGS-401359083493100,2000,Lockport Dolomite
USGS-401359083493101,2000,Lockport Dolomite
USGS-401440101531401,2000,Ogallala Group or Formation
USGS-401441102013601,2000,Ogallala Group or Formation
USGS-401442101444001,2000,Ogallala Group or Formation
USGS-401509089540401,2000,Carbondale Formation
USGS-401511102013901,2000,Ogallala Group or Formation
USGS-401542090004701,2000,Warsaw Formation and Salem Limestone
USGS-401837083492900,2000,Cincinnati Group as used by Wickstrom (1990)
USGS-402149090065601,2000,Tradewater Formation
USGS-402505101495501,2000,Ogallala Group or Formation
USGS-402517076014701,2000,Hamburg sequence rocks
USGS-402622076120201,2000,Hamburg sequence rocks
USGS-402939076062701,2000,Shale and graywacke of Hamburg sequence
USGS-403029091180801,2000,St. Louis Limestone
USGS-403342075485901,2000,Hamburg sequence rocks
USGS-403427073583301,2000,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403523111512901,2000,Lake Bonneville deposits
USGS-403524111512901,2000,Lake Bonneville deposits
USGS-403524111572201,2000,Alluvium and colluvium
USGS-403529076054201,2000,Hamilton Group
USGS-403532111514001,2000,Lake Bonneville deposits
USGS-403547111514901,2000,Lake Bonneville deposits
USGS-403547111514902,2000,Lake Bonneville deposits
USGS-403548111144701,2000,Alluvium and colluvium
