"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Cauliflower","Blueberries","Sorghum","Sweet Corn","Dry Beans","Apples","Christmas Trees","Squash","HUC","Strawberries","Pumpkins","Other Crops","Sod/Grass Seed","Cranberries","Peppers","Tobacco","Peaches","Cucumbers","Sunflower","Other Small Grains","Grapes","Tomatoes","Peas","Other Tree Crops","Greens","Cabbage","Eggplants","Sweet Potatoes","Herbs","Winter Wheat","Pears","Plums","Onions","Lettuce","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Triticale","Carrots","Dbl Crop Barley/Soybeans","Speltz","Dbl Crop WinWht/Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Barley/Corn","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Mint","Sugarbeets","Radishes","Nectarines","Cantaloupes","Dbl Crop Corn/Soybeans","Turnips","Pop or Orn Corn","Switchgrass","Dbl Crop Soybeans/Oats","Aquaculture","Vetch","Dbl Crop Barley/Sorghum","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Olives","Walnuts","Oranges","Rice","Sugarcane","Citrus","Celery","Flaxseed","Safflower","Rape Seed","Caneberries","Camelina","Hops","Garlic","Prunes","Gourds","Durum Wheat","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates","Apricots","Chick Peas","Almonds"
1,1,0,10471,15,0,NA,575,26,NA,NA,5104,11382,101,508,38,0,3176,54202,146445,84789,36650,8284,1098,1026310,94363,120967,5641,60145,63220,3916,NA,NA,180,5,2171,39,677,463,766,"01080207",3,241,184,15,0,41,2261,52,859,1,0,3,14,40,2,19,1,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,8011,55313,15,0,NA,1960,5,NA,NA,21779,33888,16,2019,44,0,10331,93009,370163,336737,204491,45529,4664,1481263,50714,22460,13050,155350,154542,24427,NA,NA,32,1,6860,1818,1033,531,1203,"01080205",14,1378,3928,326,0,136,12756,295,641,16,0,77,65,6,15,140,29,53,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,50552,198,0,NA,1586,0,NA,NA,4892,61343,4,19207,192,0,12753,70482,154652,106359,59607,16235,1656,1132148,603298,369862,16920,117555,106008,7786,NA,NA,36,17,6824,223,220,26,3501,"01080201",20,1335,179,449,0,17,1923,47,839,37,0,15,8,0,2,428,31,0,168,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,21041,2,0,NA,101,2,NA,NA,1084,47305,0,109,8,0,1544,148435,119837,56166,34112,8453,4276,945051,267982,196635,7488,84339,123580,8928,NA,NA,17,1,467,16,757,18,31,"01080204",5,450,170,82,1,2,329,29,102,6,0,0,2,0,0,5,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,11208,108,0,NA,121,39,NA,NA,1463,24009,338,350,7,3,4059,24612,80702,40524,16248,5475,1573,856956,98262,215127,4488,51096,48877,2681,NA,NA,479,3,2057,12,471,150,115,"01080206",0,145,33,5,0,4,761,10,193,12,2,0,4,0,0,2,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,28513,0,0,NA,7,0,NA,NA,1232,142811,0,12,1,0,392,45758,84268,31363,10692,1586,4475,833978,522364,835445,35709,26262,61966,2017,NA,NA,0,0,20,0,11,188,0,"01080103",0,388,6,14,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,22468,50,0,NA,42,97,NA,NA,5917,62862,0,217,32,2,1478,28223,82112,29336,12018,2084,1880,925243,549418,573450,12576,102578,25949,3757,NA,NA,7,0,83,1,1330,11,6,"01080107",0,72,15,23,0,0,3,0,47,10,0,0,0,0,4,0,30,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,22397,0,0,NA,6,0,NA,NA,933,75028,0,20,0,0,85,50446,60084,21274,5417,642,3766,1451916,636982,1239535,68358,16100,130071,3040,NA,NA,1,0,24,0,5,38,2,"01080101",0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,15592,0,0,NA,0,0,NA,NA,1173,71128,0,1,2,0,497,20593,53443,18545,6885,889,505,544433,301778,386173,7989,41018,16582,1091,NA,NA,0,0,5,0,38,15,3,"01080104",0,8,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,39264,74,4,NA,36,93,NA,NA,2405,121473,0,35,14,0,2282,76021,136864,68920,27672,3914,4592,1263610,886515,917988,22045,182599,40594,5805,NA,NA,1,7,272,2,423,42,0,"01080106",9,25,8,5,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,15947,128,0,NA,46,38,NA,NA,1225,84404,0,11,6,0,9405,5878,60201,21189,7415,868,621,973989,281697,446493,21865,102821,12581,1664,NA,NA,1,6,6,0,42,26,0,"01080105",0,5,2,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,14096,0,0,NA,1,4,NA,NA,28,110555,0,3,0,0,83,7642,48699,21103,8798,1106,564,548681,221353,385864,18146,22679,40551,682,NA,NA,0,0,3,0,6,58,0,"01080102",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,4979,3,0,NA,50,26,NA,NA,215,6865,0,37,14,0,749,29508,58025,31332,15029,3638,3130,322186,351052,174452,3371,30992,76241,7191,NA,NA,25,7,114,1,61,25,75,"01080202",0,96,68,33,0,1,87,5,5,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,12688,72,0,NA,49,158,NA,NA,842,40649,0,1188,19,3,3064,28908,62325,24008,9161,1373,869,961917,242576,391767,7949,71867,43329,2359,NA,NA,119,14,972,3,186,17,201,"01080203",0,178,9,232,0,1,21,34,32,17,0,1,2,0,0,3,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,6571,20,1,0,66,60,NA,NA,1622,20032,NA,348,231,0,2837,86786,350640,432068,515678,192467,14005,609855,167772,23294,5499,79131,338078,111579,2,NA,2,6,1915,0,158,133,54,"01090001",2,89,297,519,94,2,0,0,NA,NA,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486853,2206,0,0,0,211,0,NA,NA,1941,1040,NA,14,7,0,579,27858,18330,22960,17033,1864,5217,51107,2599,9355,88,14971,23877,14549,0,NA,0,0,1,0,0,12,0,"01090006",0,0,0,149,11,0,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,27717,1,2,5,397,73,NA,NA,14398,30699,NA,4174,24218,0,9027,165198,350375,393807,422311,142181,14622,1033314,228226,31495,7151,149428,473871,44686,0,NA,3,130,1526,12,966,276,434,"01090004",0,292,1700,1577,4411,55,0,0,NA,NA,2,79,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,13485,0,0,2,163,3,NA,NA,4346,9405,NA,172,79,1,814,39014,117351,118872,118969,35538,4275,685773,47325,7617,8403,57916,84643,10302,0,NA,3,1,448,11,610,56,22,"01090003",0,31,117,108,46,4,8,1,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379785,13018,2,49,0,105,53,NA,NA,6364,28239,NA,649,99713,6,5063,185717,343030,381575,215351,41705,112035,589871,577354,136592,73394,133196,296623,175926,43,NA,839,1735,103,22,6,4,100,"01090002",0,64,435,70,4889,1,0,0,NA,NA,4,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,9379,3,0,0,285,0,NA,NA,1939,12359,3,185,40,0,3651,28741,235805,209651,136435,34145,4741,665958,11012,2348,2445,32731,55809,19506,NA,NA,13,1,2309,87,1156,281,109,"01100004",5,125,218,113,0,101,503,171,251,1,0,120,115,2,0,226,605,16,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,23583,0,0,0,43,0,NA,NA,24907,2351,0,50,6,0,1784,39156,91743,66107,49139,12531,3949,606944,7689,2257,2159,44343,67736,12934,NA,NA,3,1,324,3,61,16,16,"01100003",0,15,16,613,0,0,0,0,2,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,61190,0,0,0,167,1,NA,NA,43545,18738,0,25,210,0,2687,54477,132457,69975,33142,7251,5796,1216501,118678,61834,5490,94325,185741,12382,NA,NA,7,29,261,3,627,176,32,"01100001",3,23,70,655,93,1,3,10,1,5,0,20,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,28203,0,0,0,126,1,NA,NA,32848,5237,0,31,3,0,1820,24082,96022,38998,13677,2788,3094,1000691,52578,57188,4222,59109,84812,8250,NA,NA,4,0,95,3,370,51,11,"01100002",1,74,30,141,0,0,9,9,1,0,0,14,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,80671,5526,5,0,590,1791,NA,NA,99711,87905,3,237,52,47,17537,148156,424495,232168,136380,30894,4102,3251032,216856,208044,27489,409169,206070,20382,NA,NA,126,151,2055,20,1596,1340,103,"01100005",6,151,369,22,0,5,110,82,176,53,3,43,3,17,7,20,15,2,NA,NA,192,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,1836,23,0,0,83,62,NA,NA,2091,2687,1,29,12,2,717,24439,281612,154712,98969,38360,1184,606254,16108,508,1730,25645,25174,5537,NA,NA,3,27,352,12,115,111,19,"01100006",1,8,131,1,0,1,44,2,74,0,0,0,1,0,0,72,0,0,NA,NA,16,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,16945,0,0,45,43,2,NA,NA,7241,6030,0,223,65,0,610,22894,47816,33461,21665,3152,2066,458444,58828,11951,2093,46290,114621,6502,NA,NA,0,1,241,2,28,168,5,"01100007",1,27,16,9481,36,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,6499,37,2,0,23,42,NA,NA,308,10517,0,26,1,0,1396,193866,49980,9207,1808,525,3993,1751516,609562,240138,24865,30553,86349,13859,NA,NA,0,1,1,0,3,0,0,"02020002",0,4,1,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,0,NA,4,8,0,0,5,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,67298,1425,214,14,648,1204,NA,NA,29519,159139,20,579,27,180,52846,51567,244332,68928,24274,9295,2002,1656071,124381,300232,6804,382943,181873,12870,NA,NA,8,77,2285,111,5807,16,2028,"02020007",1,387,700,11264,2,2,0,1,3,2,NA,20,5,NA,8,NA,19,1,NA,315,636,0,0,16831,167,17,4,1,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,241743,3548,100,49,1754,1664,NA,NA,128636,211019,0,598,23,178,75487,87617,269429,132887,56683,17084,3580,2485383,532732,293675,80870,598918,241477,13374,NA,NA,59,87,538,4,915,15,58,"02020003",4,121,704,3461,0,0,1,2,0,46,NA,8,13,NA,2,NA,1,0,NA,0,102,6,0,7,1,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,362540,28646,1101,38,1540,14758,NA,NA,115795,576368,56,241,80,180,44036,159900,346749,181864,75814,27949,2250,2812105,685890,372555,234359,1018562,237779,15450,NA,NA,19,147,267,15146,476,2,70,"02020004",2,468,29,73,0,0,0,0,0,94,NA,0,0,NA,10,NA,0,0,NA,1,7383,0,0,152,0,0,0,0,105,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,3398,129,0,0,144,23,NA,NA,398,659,0,10,0,11,678,206494,85135,14968,3251,532,1451,2312837,1563345,444037,38591,11722,86244,13582,NA,NA,0,4,5,0,8,0,0,"02020001",0,4,1,5,0,0,0,0,0,13,NA,0,0,NA,0,NA,0,0,NA,1,14,0,0,59,26,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,22317,521,14,4,524,446,NA,NA,21898,41118,0,158,2,16,21737,115003,271678,124304,67252,21094,5207,1410359,40152,30111,29019,362869,98941,13863,NA,NA,26,16,495,0,15333,1,106,"02020008",19,59,4,373,0,0,0,15,0,1,NA,15,1,NA,27,NA,0,0,NA,2,385,82,99,618,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,144943,13134,27,14,2298,3645,NA,NA,58486,197417,0,575,166,48,91152,176404,437927,189157,90662,37000,10933,3372942,486649,534696,71094,817714,204358,29148,NA,NA,57,129,11289,355,6244,24,102,"02020006",20,684,57,440,0,0,0,4,0,0,NA,68,3,NA,14,NA,0,0,NA,0,665,34,6,190,0,0,0,13,47,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,73529,1392,165,4,423,1701,NA,NA,17737,166837,0,381,2,80,9361,23517,104845,20675,5440,1217,679,1275727,319816,302886,2517,313590,25016,2889,NA,NA,0,7,83,3,71,2,47,"02020005",3,96,40,1,0,0,0,0,0,2,NA,0,0,NA,3,NA,0,0,NA,1,69,0,2,22,0,0,0,0,103,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,63,0,0,NA,1,0,NA,NA,17,17,0,5,3,0,6,11495,1090,1211,1139,505,1184,447,74,4,22,503,295,4534,NA,NA,0,1,8,2,0,0,0,"02030203",0,1,2,1,0,0,2,0,1,0,NA,0,0,NA,0,6,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,1215,1825,0,NA,3396,25,NA,NA,79,363,0,1,0,62,4540,14264,252253,286510,380058,275277,6272,150059,2662,3775,7929,19564,83681,33447,NA,NA,21,0,57,1,4,2,1,"02030104",0,24,14,797,72,2,0,0,1,0,NA,0,2,NA,0,2,0,0,0,2,1906,0,0,0,NA,241,1,NA,0,0,2,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,21089,18,0,NA,5844,4142,NA,NA,20,124,0,30144,103,0,1711,52278,537485,546880,455883,122362,57324,412710,172731,16731,22108,143576,30256,95875,NA,NA,0,0,1367,0,2291,132,0,"02030202",964,1919,9,1170,0,0,0,0,0,0,NA,5750,0,NA,0,0,0,0,0,0,3495,0,1,0,NA,0,0,NA,0,0,0,NA,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
