"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Turnips","Sorghum","Sweet Corn","Millet","Apples","Cauliflower","Squash","Other Tree Crops","HUC","Switchgrass","Cranberries","Tobacco","Other Crops","Grapes","Pumpkins","Sunflower","Aquaculture","Dry Beans","Peppers","Peaches","Strawberries","Tomatoes","Cabbage","Herbs","Triticale","Plums","Pears","Durum Wheat","Onions","Cherries","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Speltz","Sweet Potatoes","Watermelons","Asparagus","Greens","Dbl Crop Oats/Corn","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Dbl Crop Barley/Soybeans","Carrots","Cucumbers","Nectarines","Gourds","Dbl Crop Soybeans/Oats","Eggplants","Cotton","Peanuts","Cantaloupes","Sugarbeets","Rape Seed","Hops","Garlic","Honeydew Melons","Dbl Crop Corn/Soybeans","Walnuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Dbl Crop Soybeans/Cotton","Olives","Citrus","Oranges","Sugarcane","Radishes","Avocados","Vetch","Mint","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Lettuce","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Caneberries","Apricots","Pomegranates"
1,2,8011,51638,1506,19,361,6,746,66,NA,NA,19621,98502,0,280,409,NA,0,198,11401,259,98139,354044,329863,220804,55744,8945,1373563,22714,198135,1653,9384,212260,19983,11,459,NA,161,4985,NA,2643,NA,984,163,"01080205",3,NA,11574,2,24,1696,12,NA,1,41,25,0,83,0,12,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,37343,594,42,153,26,703,257,NA,NA,3843,124438,0,22126,72,NA,1,776,9295,48,69308,151818,106893,67718,20096,6625,705943,481128,932562,5546,10196,154998,3342,249,144,NA,5,5436,NA,414,NA,2388,0,"01080201",0,NA,2480,195,3,911,1,NA,0,374,3,554,34,211,363,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,8480,192,91,18,2,93,26,NA,NA,677,86999,0,60,102,NA,0,24,1665,31,149519,104855,58094,38455,10623,5987,682495,210461,552612,3583,6762,151382,3513,2,129,NA,5,288,NA,1250,NA,61,0,"01080204",0,NA,294,1,7,109,1,NA,2,9,1,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,8570,319,3,12,8,96,11,NA,NA,598,49402,0,107,17,NA,0,13,3484,67,24236,74797,40515,18272,6233,3167,507054,58882,624725,608,4617,61147,1476,4,42,NA,0,451,NA,288,NA,179,19,"01080206",0,NA,3092,3,3,235,0,NA,0,46,3,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,19274,22,115,2,17,1,3,NA,NA,131,153046,0,8,2,NA,0,0,128,254,47774,89431,32079,11750,2612,6653,786275,499388,913390,20531,6516,77154,2276,0,48,NA,1,28,NA,6,NA,7,1,"01080103",0,NA,10,0,1,583,0,NA,0,1,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,16305,26,8,8,5,12,7,NA,NA,2061,108692,1,54,27,NA,1,10,789,5,27946,99689,33514,15169,3135,4196,745823,487016,831130,5562,16753,40545,3115,0,122,NA,4,76,NA,1571,NA,17,1,"01080107",0,NA,10,0,0,27,0,NA,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,18333,6,0,0,6,4,12,NA,NA,396,85478,4,7,2,NA,0,2,43,71,53364,66896,23138,5584,1002,4618,1339815,603874,1310415,81474,3313,185672,2581,0,21,NA,0,8,NA,27,NA,2,1,"01080101",0,NA,5,0,0,2,1,NA,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9991,10,2,1,7,0,30,NA,NA,335,95109,1,5,5,NA,0,0,182,4,21715,58148,19720,8019,1736,1311,516543,269040,452050,3938,10923,18281,1026,0,3,NA,2,7,NA,28,NA,9,0,"01080104",0,NA,3,1,0,218,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,17354,47,4,1,38,7,6,NA,NA,1757,173971,0,20,14,NA,2,11,322,196,77623,153798,76377,33243,6682,9708,1187074,818908,1105903,13804,50460,72066,3798,0,57,NA,7,45,NA,273,NA,8,12,"01080106",0,NA,22,1,0,13,0,NA,0,0,1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,8938,46,27,1,30,15,0,NA,NA,186,149319,0,5,1,NA,0,0,143,14,6799,68078,23676,8312,1159,1596,976540,280923,477098,5813,20192,17856,1654,0,119,NA,0,13,NA,15,NA,2,21,"01080105",0,NA,2,0,0,12,0,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,10923,9,2,0,47,1,1,NA,NA,180,119396,1,1,5,NA,0,0,66,14,7922,50795,21506,8980,2007,1705,520350,221826,423915,10402,5457,44325,853,0,1,NA,0,10,NA,0,NA,2,3,"01080102",0,NA,0,0,3,0,0,NA,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,2283,6,1,3,0,26,5,NA,NA,94,18268,0,33,19,NA,1,0,252,21,31246,49401,31603,17080,4459,6794,164412,296934,388332,4002,2807,97988,3370,0,44,NA,1,60,NA,51,NA,25,0,"01080202",0,NA,34,2,5,24,0,NA,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,6180,20,5,3,17,13,7,NA,NA,311,75428,0,1960,8,NA,0,833,8723,31,28934,66977,26192,10978,1839,1632,732259,180825,704446,2164,6679,49729,1934,0,19,NA,1,155,NA,641,NA,106,0,"01080203",0,NA,27,42,1,22,0,NA,0,12,8,23,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,4876,45,3,15,17,12,12,NA,NA,1755,49789,NA,142,42,NA,0,50,988,36,87082,320834,412559,530426,216003,24560,343984,147600,357197,2171,8363,351386,99239,NA,93,NA,6,1529,NA,924,NA,41,0,"01090001",15,19,9,6,4,56,6,0,1,0,1,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486853,2297,4,4,44,9,402,14,NA,NA,290,11157,NA,39,36,NA,0,430,205,16,27616,14088,22648,17766,2186,8306,49434,1858,18973,544,927,23609,10194,NA,15,NA,5,406,NA,14,NA,34,1,"01090006",92,1,14,1,21,8,1,2265,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,20088,90,49,140,114,136,36,NA,NA,1603,123472,NA,1349,335,NA,6,768,13389,346,170325,311941,376843,423343,157931,30678,670595,205515,476684,3765,7628,534129,28616,NA,180,NA,24,5149,NA,670,NA,298,2,"01090004",52,11572,54,17,329,167,72,4,6,3,54,0,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,4120,29,2,5,9,35,28,NA,NA,467,34240,NA,24,63,NA,0,26,1062,84,42737,115548,119004,123138,41875,8701,498331,40279,220771,1995,4530,105437,2041,NA,56,NA,45,681,NA,400,NA,8,1,"01090003",89,0,31,1,1,24,5,0,0,2,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379785,13661,57,29,90,22,47,24,NA,NA,6276,59406,NA,247,70,NA,105,301,6512,67,200062,319860,374714,235328,51101,128468,283268,568597,545952,63646,32354,314882,178658,NA,1093,NA,5,876,NA,94,NA,16,4,"01090002",59,36861,5,1,222,51,19,838,0,0,4,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,3764,39,3,3,0,28,9,NA,NA,7223,16827,0,13,12,NA,0,10,8041,56,29744,216627,202204,147842,42197,7490,641189,4318,48463,359,1490,67098,25090,0,76,NA,0,295,NA,2077,NA,33,671,"01100004",0,0,156,0,2,76,5,NA,4,10,10,NA,143,NA,0,1,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,17582,120,7,10,16,363,34,NA,NA,3887,32429,0,26,79,NA,0,801,3992,172,40389,77575,66842,55014,16113,5478,589913,2279,52332,1193,5251,77544,9827,0,217,NA,31,241,NA,287,NA,19,1,"01100003",162,0,75,0,97,39,5,NA,5,3,22,NA,5,NA,0,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,42331,104,6,56,118,721,55,NA,NA,13513,89372,0,29,86,NA,0,686,6122,622,62435,115750,70437,37198,9536,10801,906877,88733,441511,3113,6883,212646,3404,4,94,NA,563,915,NA,1010,NA,28,4,"01100001",158,245,155,1,35,43,50,NA,1,89,11,NA,6,NA,0,62,1,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,21160,124,6,6,5,356,16,NA,NA,8115,50316,0,13,54,NA,0,90,4487,140,29396,87584,41165,15644,3899,4799,873911,34029,226392,1158,3483,105249,1687,0,144,NA,11,140,NA,801,NA,25,3,"01100002",17,0,79,0,18,28,5,NA,0,12,16,NA,7,NA,0,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,62375,4679,90,15,358,549,105,NA,NA,31963,295535,0,70,22,NA,297,125,19698,89,145051,405549,243802,156349,39766,10186,2837935,132681,852408,1597,60740,300116,9762,0,249,NA,224,657,NA,2189,NA,116,21,"01100005",0,0,122,11,3,220,0,NA,8,12,118,NA,29,NA,1,2,7,9,7,6,1,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,620,11,2,0,0,20,1,NA,NA,1518,4603,0,1,0,NA,2,0,1228,4,24367,276577,157984,112816,42724,2580,536693,3002,78918,351,2524,35578,6332,0,8,NA,0,25,NA,231,NA,7,8,"01100006",0,0,14,0,0,2,0,NA,1,1,12,NA,1,NA,0,0,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,12085,43,8,21,1007,321,55,NA,NA,1853,27684,13,40,73,NA,0,11922,889,281,23264,34534,31359,22591,4247,5897,355439,50132,153081,1343,2620,126308,2357,0,67,NA,124,615,NA,184,NA,16,2,"01100007",415,0,6,7,47,26,3,NA,0,0,6,NA,4,NA,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,4462,207,6,0,34,30,35,NA,NA,1877,15824,0,0,0,NA,16,6,111,6,177858,49400,11702,2613,644,4701,1632529,592448,353319,1966,10579,168060,6641,NA,2,NA,13,1,0,4,NA,0,0,"02020002",NA,0,0,0,0,3,0,NA,1,0,1,0,0,NA,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,44928,11811,639,0,402,1351,626,NA,NA,19667,179237,0,188,22,NA,395,12605,29780,55,46714,250462,82391,32395,11094,6141,1752035,70746,374789,2512,172406,264264,19901,NA,79,NA,1280,349,50,11459,NA,81,0,"02020007",NA,1,0,20,148,426,12,NA,17,3,198,16,12,NA,89,412,0,251,7,16671,8,17,38,1,111,1,2,2,1,72,2,11,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,195682,10377,457,2,614,3148,821,NA,NA,193856,287723,6,25,152,NA,650,4460,6488,75,83291,264540,164176,73570,21884,13483,2163151,524972,852972,3968,227152,363106,19958,NA,269,NA,928,249,1,934,NA,13,13,"02020003",NA,0,10,82,46,286,0,NA,72,0,1,2,1,NA,0,436,0,29,6,8,24,10,486,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,345363,48943,739,0,11160,1275,7061,NA,NA,199250,600054,648,45,28,NA,825,174,3269,251,134941,374274,197347,88458,33193,9784,2972178,681824,619214,12491,527788,444069,18956,NA,35,NA,276,39,3,384,NA,15,0,"02020004",NA,0,0,28,28,435,3,NA,6008,0,8,6,0,NA,0,108,1,58,6,8,20,3,0,0,0,10,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,1916,148,2,0,32,27,26,NA,NA,1416,2834,0,10,11,NA,39,15,113,4,168491,82804,17137,4372,760,5152,2205558,1533263,525923,5213,5712,216602,10059,NA,5,NA,71,7,0,39,NA,0,0,"02020001",NA,0,0,3,1,9,0,NA,1,0,0,0,0,NA,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,17708,1450,24,0,330,1101,256,NA,NA,15985,92111,4,22,2,NA,794,304,13570,82,112621,257113,145185,91413,28980,9682,1554011,14003,40243,1854,110012,161852,14507,NA,18,NA,450,307,6,28475,NA,0,15,"02020008",NA,0,0,19,86,242,0,NA,11,0,401,6,8,NA,0,20,1,563,8,189,222,16,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,128372,29217,64,0,2723,3368,1771,NA,NA,79446,354293,2,166,29,NA,1943,669,13200,123,170916,400546,211361,106982,42671,28598,3105758,386115,1295926,4616,310209,269785,32630,NA,96,NA,782,880,8,6351,NA,14,1,"02020006",NA,0,0,22,39,325,5,NA,31,0,7,4,0,NA,0,123,0,398,13,31,310,81,5,0,0,1,0,0,0,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,61234,4391,90,0,243,218,645,NA,NA,89407,182247,1,26,5,NA,515,209,1008,12,22016,108806,26464,6949,1617,3164,980316,294316,699117,976,132644,47897,5428,NA,11,NA,339,14,0,308,NA,23,0,"02020005",NA,0,0,2,6,118,4,NA,17,0,0,8,0,NA,0,134,0,14,3,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,7,1,0,NA,0,0,0,NA,NA,5,42,0,0,0,0,0,2,3,0,12290,719,1082,1215,624,1241,694,25,140,23,38,297,4185,NA,1,0,0,2,0,0,NA,0,0,"02030203",2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,1265,2108,5,NA,175,1541,89,NA,NA,478,5660,52,16,1,0,5,346,131,20,17512,236059,280231,378372,283034,13981,150347,2793,16506,3017,12780,90977,32383,NA,21,0,31,206,0,43,NA,1,0,"02030104",0,3,0,0,4,2,3,NA,13,0,23,20,0,0,0,1,NA,11,1,6,0,1,1,6,100,1,4,0,0,2,0,8,0,7,1,1,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,4206,188,177,NA,1504,6686,1,NA,NA,1994,1698,1,11027,0,0,8,4,232,1510,58814,509829,545509,477723,138282,75193,424001,151677,81472,6117,107761,41322,91747,NA,4,0,3,4971,0,834,NA,0,0,"02030202",0,0,0,0,26,0,0,NA,0,0,979,889,0,0,0,17,NA,82,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,622,20,88,NA,41,424,1,NA,NA,329,414,0,602,0,0,6,5,16,239,9736,236324,114632,59048,17263,13255,113338,2780,55021,381,10265,7986,13159,NA,0,0,2,112,0,63,NA,0,0,"02030201",0,0,0,0,5,1,0,NA,0,0,83,30,0,0,0,9,NA,13,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,903,615,8,NA,83,165,69,NA,NA,529,4200,0,5,10,0,15,32,273,12,117259,754701,401710,281208,127110,8902,1196189,2079,29806,1755,13893,308762,10336,NA,43,3,31,49,1,122,NA,0,0,"02030103",0,1,0,0,4,18,1,NA,4,1,6,3,1,1,0,0,NA,20,2,2,15,2,0,1,29,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,13309,1207,205,12,NA,26,26,13,NA,NA,1452,6433,0,1,1,0,28,72,1161,224,251440,298475,142353,131636,134467,6647,1025218,7398,36674,901,21818,68756,6408,NA,11,0,19,52,0,933,NA,0,8,"02030101",0,0,1,3,5,13,0,NA,0,0,12,1,0,0,0,1,NA,20,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
