"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Canola","Other Crops","Apples","Pumpkins","HUC","Peppers","Cranberries","Squash","Winter Wheat","Grapes","Tobacco","Tomatoes","Herbs","Peaches","Cabbage","Strawberries","Durum Wheat","Other Tree Crops","Greens","Gourds","Triticale","Switchgrass","Aquaculture","Millet","Speltz","Onions","Hops","Cherries","Pears","Dbl Crop WinWht/Corn","Dry Beans","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Watermelons","Plums","Dbl Crop Triticale/Corn","Dbl Crop Barley/Soybeans","Cucumbers","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Cotton","Peanuts","Cantaloupes","Dbl Crop Soybeans/Oats","Eggplants","Turnips","Dbl Crop Oats/Corn","Other Small Grains","Carrots","Walnuts","Radishes","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Dbl Crop Corn/Soybeans","Asparagus","Caneberries","Olives","Sugarcane","Oranges","Citrus","Avocados","Pomegranates","Cauliflower","Mint","Safflower","Vetch","Flaxseed","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Dbl Crop Soybeans/Cotton","Pistachios","Lettuce","Apricots","Garlic","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Celery","Almonds"
1,2,8011,48912,159,694,13,5568,6,24,909,57,NA,NA,16215,94535,NA,NA,363,491,0,0,172,15728,176,95174,353176,329842,220800,55744,9486,1384140,21090,182254,2341,13446,220903,20617,NA,276,NA,28,2538,1961,"01080205",NA,NA,1153,15,25,13757,0,5,13,0,0,165,162,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,35729,162,1136,1,10186,13,3,353,147,NA,NA,4479,113317,NA,NA,22917,64,27,0,1045,9996,48,68959,151779,106804,67705,20096,6858,692260,488690,942660,8028,13556,151707,4941,NA,148,NA,18,449,1591,"01080201",NA,NA,1022,4,3,1838,19,835,3,7,1,6,0,23,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,7836,50,69,1,379,10,113,76,24,NA,NA,615,83656,NA,NA,79,126,4,0,74,2726,25,150085,104758,58086,38455,10623,6841,697988,204334,532035,3719,7606,161638,4775,NA,236,NA,4,1122,122,"01080204",NA,NA,34,202,13,420,6,0,1,0,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,8130,29,192,4,1115,2,0,190,14,NA,NA,605,47151,NA,NA,207,22,3,0,39,4372,66,23595,74787,40524,18272,6233,3096,525897,56045,609172,1287,5066,60502,2028,NA,67,NA,2,263,94,"01080206",NA,NA,224,1,3,3481,0,0,3,1,0,2,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,19012,14,5,0,11,15,0,3,0,NA,NA,187,156378,NA,NA,9,1,0,0,0,143,177,48050,89271,32065,11741,2618,6587,781702,499883,914720,24648,6494,72436,2708,NA,4,NA,17,4,595,"01080103",NA,NA,5,2,1,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,16428,25,34,0,40,3,0,10,4,NA,NA,4089,104677,NA,NA,109,30,0,0,28,1075,4,27805,99597,33488,15170,3135,4493,731688,499875,829353,9536,16344,41094,3190,NA,174,NA,6,1844,65,"01080107",NA,NA,13,3,0,2,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,17564,4,0,1,2,55,0,10,63,NA,NA,540,86861,NA,NA,36,0,0,0,2,52,5,53354,66785,23082,5581,1002,4612,1345305,598899,1302881,93702,3843,178743,3139,NA,5,NA,0,27,7,"01080101",NA,NA,3,0,0,9,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9766,2,4,0,8,0,0,3,0,NA,NA,357,97271,NA,NA,13,5,0,0,1,451,2,21613,58133,19703,8016,1735,1232,505164,273934,455120,6029,10839,17502,1301,NA,6,NA,109,28,10,"01080104",NA,NA,7,38,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,17613,6,32,0,20,1,0,12,1,NA,NA,1966,177804,NA,NA,73,14,0,1,8,885,176,77117,153753,76284,33237,6682,9759,1177371,843001,1088939,19873,48124,64636,5417,NA,138,NA,17,248,19,"01080106",NA,NA,4,360,0,19,0,0,0,0,0,0,12,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,9147,5,20,0,13,1,2,12,0,NA,NA,227,151675,NA,NA,26,2,0,1,0,277,11,6593,68069,23583,8302,1153,1616,961758,282488,485468,9091,20316,16455,1918,NA,302,NA,7,22,9,"01080105",NA,NA,2,1,0,5,0,0,0,0,0,0,21,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,10499,4,4,0,2,39,0,1,0,NA,NA,204,120361,NA,NA,9,5,0,0,0,163,10,7954,50643,21430,8972,2006,1597,521358,223546,423615,8614,6831,41193,1595,NA,0,NA,48,0,3,"01080102",NA,NA,2,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1906,2,8,1,93,7,1,0,13,NA,NA,133,17678,NA,NA,42,25,0,0,8,410,15,31231,49388,31618,17080,4459,7105,148593,298355,400220,4724,2895,98479,4978,NA,70,NA,0,59,47,"01080202",NA,NA,9,0,6,28,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,6379,42,14,0,584,5,0,28,18,NA,NA,444,72719,NA,NA,1465,8,3,0,1023,8648,26,28983,66737,26153,10976,1836,1651,715287,182848,717186,4193,6626,52151,2154,NA,25,NA,0,658,36,"01080203",NA,NA,189,0,1,56,2,19,8,0,0,0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,4250,11,19,0,1269,4,NA,16,3,NA,NA,5776,38905,NA,NA,85,68,NA,0,84,2180,31,89424,320887,412617,530426,216003,25942,340208,152428,331350,2346,7711,377234,101392,NA,89,NA,1,1058,18,"01090001",0,33,32,NA,13,3,NA,NA,0,4,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486853,2341,4,12,1,339,0,NA,463,0,NA,NA,393,10169,NA,NA,20,32,NA,0,285,359,14,29390,14248,22642,17766,2186,8414,50391,1661,17555,710,1012,24715,10314,NA,8,NA,1,55,8,"01090006",0,13,13,NA,9,16,NA,NA,0,2,0,NA,NA,NA,NA,NA,13,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,18076,79,35,51,4650,0,NA,236,15,NA,NA,23377,90008,NA,NA,1039,391,NA,1,577,24079,268,173238,312008,376741,423342,157931,33618,654456,207934,460423,3783,7012,559798,29243,NA,38,NA,9,938,229,"01090004",32,14235,224,NA,418,40,NA,NA,9,204,53,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,3659,93,45,2,464,1,NA,18,5,NA,NA,581,32525,NA,NA,11,109,NA,1,63,1840,82,43102,115513,119027,123138,41875,9456,513727,37442,200487,2444,4499,113225,1939,NA,32,NA,1,453,25,"01090003",0,0,8,NA,1,32,NA,NA,1,11,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379785,13059,15,10,8,424,2,NA,147,18,NA,NA,27986,41072,NA,NA,122,73,NA,6,95,7658,33,197484,319647,374522,235323,51101,129670,264051,583234,521922,74469,33849,324260,178006,NA,454,NA,13,288,61,"01090002",1,44183,22,NA,349,0,NA,NA,0,9,0,NA,NA,NA,NA,NA,1,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,3333,36,25,9,224,2,0,16,8,NA,NA,7758,17568,NA,NA,13,10,NA,0,8,8280,43,29081,216454,202212,147839,42197,7602,645826,3605,44651,432,1909,66873,24883,NA,27,NA,39,1755,57,"01100004",NA,0,12,1,2,236,NA,NA,7,0,0,0,668,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,16571,162,38,3,134,2,26,527,25,NA,NA,4663,29555,NA,NA,31,63,NA,1,647,4380,139,40103,77524,66840,55014,16113,5831,595786,1687,41711,1541,6190,84232,10067,NA,178,NA,9,371,48,"01100003",NA,0,9,5,106,135,NA,NA,6,0,0,2,1,0,NA,0,7,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,42497,1765,148,51,573,1,7,232,16,NA,NA,16257,82146,NA,NA,80,135,NA,13,624,8525,577,63531,115633,70419,37198,9536,11760,926478,82404,405829,4959,6079,233845,3116,NA,77,NA,10,1520,79,"01100001",NA,264,18,5,39,167,NA,NA,7,0,0,1,4,0,NA,0,6,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,20065,1207,96,6,119,0,93,28,11,NA,NA,8901,48826,NA,NA,24,57,NA,0,120,5606,93,29245,87397,41162,15643,3899,5091,882301,33196,215416,1367,4249,107521,1671,NA,116,NA,10,808,33,"01100002",NA,0,12,20,32,135,NA,NA,14,0,0,1,2,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,59264,641,4892,39,1242,35,3,194,89,NA,NA,30134,300231,NA,NA,129,28,NA,410,31,20308,83,140918,404837,243754,156344,39766,10195,2845704,124721,856459,1931,63157,295612,11374,NA,344,NA,18,1791,212,"01100005",NA,0,182,190,2,506,NA,NA,95,0,0,0,17,16,NA,12,0,NA,1,1,4,4,1,9,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,376,38,27,0,21,0,0,14,2,NA,NA,1417,5811,NA,NA,9,0,NA,3,0,685,4,23269,276520,157983,112816,42724,2949,543709,2917,71059,426,2719,36683,6362,NA,1,NA,0,178,10,"01100006",NA,0,1,2,0,27,NA,NA,2,0,0,0,2,0,NA,0,0,NA,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,10270,983,26,3,460,0,0,309,2,NA,NA,1542,28727,NA,NA,10,93,NA,1,11115,1041,272,23390,34486,31264,22591,4247,6230,362768,47201,140932,1829,2814,136045,1790,NA,29,NA,11,322,24,"01100007",NA,0,8,1,53,11,NA,NA,4,7,1,0,0,0,NA,0,83,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2863,3,276,1,4,1,0,33,22,NA,NA,1460,18289,0,NA,0,18,NA,17,7,993,9,177143,49399,11701,2613,644,4779,1628705,610861,343096,2687,9329,164145,5949,NA,1,NA,0,12,2,"02020002",NA,0,0,17,0,0,0,0,0,NA,0,NA,0,0,0,7,NA,NA,11,0,4,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,43161,69,15171,0,875,518,0,943,613,NA,NA,18067,182538,0,NA,41,144,NA,345,10889,32509,192,48178,250514,82415,32395,11094,6475,1751714,65939,374600,2056,177000,264775,16655,NA,33,NA,0,11450,1340,"02020007",NA,3,31,186,78,0,13,1203,54,NA,0,NA,0,134,10,1126,NA,NA,46,1,13726,0,5,56,1,0,10,3,5,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,180455,977,5788,0,668,499,67,3316,352,NA,NA,185111,301211,0,NA,97,20,NA,816,4215,38014,91,84663,264718,163848,73532,21884,13287,2135931,527949,833430,6037,214721,399712,19538,NA,227,NA,143,716,285,"02020003",NA,0,392,653,19,64,0,0,0,NA,1,NA,11,0,0,548,NA,NA,29,3,87,4,15,28,5,0,0,0,0,0,0,489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,314731,142,34086,2,101,826,287,427,4409,NA,NA,165662,668859,278,NA,33,148,NA,779,185,59450,292,132526,374517,197400,88458,33193,8904,2953424,673664,607334,18886,510599,463108,19243,NA,31,NA,70,474,341,"02020004",NA,0,3,4184,13,0,0,0,0,NA,6,NA,0,2,0,162,NA,NA,11,16,36,0,13,50,0,3712,0,0,0,0,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,1179,11,78,1,10,16,0,27,3,NA,NA,1074,2634,0,NA,17,0,NA,53,37,485,11,170109,82803,17136,4372,760,4863,2186155,1563692,528068,7502,5668,201920,8944,NA,5,NA,1,26,7,"02020001",NA,0,0,32,1,0,0,0,0,NA,0,NA,0,0,0,5,NA,NA,59,1,15,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,15460,112,3086,43,261,275,1,1171,223,NA,NA,14489,90610,0,NA,40,26,NA,525,126,15930,396,112858,257135,145192,91412,28980,9319,1569490,10576,35220,2059,106439,159930,13376,NA,8,NA,5,29893,84,"02020008",NA,0,10,127,25,0,8,9,178,NA,0,NA,0,0,0,292,NA,NA,5,5,186,12,222,370,5,1,3,0,0,0,75,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,117604,962,23994,10,1755,1761,3,1401,1730,NA,NA,69615,387086,0,NA,269,10,NA,2111,333,32047,180,174498,400796,211255,106971,42671,26183,3115741,393478,1271486,5161,285848,272147,32017,NA,60,NA,13,8096,255,"02020006",NA,0,79,1868,22,5,0,1,3,NA,0,NA,0,145,0,637,NA,NA,16,3,66,21,299,280,10,3,0,0,0,0,14,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,50608,121,1797,1,35,15,1,302,369,NA,NA,25534,278571,3,NA,43,134,NA,670,345,8561,22,21840,109174,26487,6949,1617,3124,976503,299373,691316,1294,112852,46508,5894,NA,10,NA,1,309,181,"02020005",NA,0,14,158,3,0,0,0,0,NA,4,NA,0,8,0,187,NA,NA,14,1,18,0,0,8,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,4,1,0,0,1,0,NA,0,0,NA,NA,1,29,NA,NA,0,0,NA,0,0,7,0,12139,719,1082,1215,624,1377,654,13,145,38,23,361,4203,NA,0,NA,0,0,0,"02030203",0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,1708,69,2116,1,173,0,NA,1678,61,NA,NA,202,2833,NA,NA,5,0,NA,1,263,143,16,17288,236091,280260,378373,283034,15021,153085,2067,16484,4919,14163,87073,32874,NA,61,NA,1,27,177,"02030104",0,2,0,47,1,0,0,NA,1,NA,NA,NA,0,3,0,9,0,NA,0,2,37,0,0,11,2,1,0,23,0,0,NA,0,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,4311,3,9,0,901,768,NA,4787,106,NA,NA,290,1839,NA,NA,7571,0,NA,3,8,319,2567,58293,509829,545511,477723,138282,73914,435128,141714,88512,4629,113622,38084,93510,NA,0,NA,0,811,121,"02030202",0,0,0,2233,25,0,0,NA,800,NA,NA,NA,0,0,0,2,0,NA,0,33,233,1,0,6,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,612,0,10,0,36,203,NA,245,3,NA,NA,89,272,NA,NA,289,0,NA,2,4,120,293,9530,236326,114632,59048,17263,12726,124551,2022,45963,456,10767,7598,12958,NA,0,NA,0,65,1,"02030201",0,0,0,136,5,0,0,NA,80,NA,NA,NA,0,0,0,0,0,NA,0,0,12,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,1056,75,671,0,55,0,NA,77,65,NA,NA,402,3493,NA,NA,1,0,NA,17,43,511,28,117592,754732,401726,281210,127109,9303,1204850,1820,25502,1384,14334,302173,12320,NA,46,NA,0,213,29,"02030103",1,2,0,69,2,0,0,NA,2,NA,NA,NA,0,0,1,16,0,NA,0,1,8,0,15,14,0,2,2,16,1,2,NA,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
