"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Speltz","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Herbs","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Blueberries","Other Crops","Radishes","Apples","Christmas Trees","Mustard","HUC","Misc Vegs & Fruits","Carrots","Pumpkins","Sorghum","Sweet Corn","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Grapes","Peppers","Cabbage","Other Small Grains","Dry Beans","Squash","Dbl Crop WinWht/Corn","Tobacco","Winter Wheat","Durum Wheat","Peaches","Eggplants","Sunflower","Other Tree Crops","Millet","Cranberries","Pears","Dbl Crop Oats/Corn","Onions","Dbl Crop WinWht/Soybeans","Greens","Dbl Crop Barley/Soybeans","Plums","Cherries","Strawberries","Sweet Potatoes","Dbl Crop Barley/Corn","Watermelons","Cotton","Dbl Crop WinWht/Sorghum","Sugarbeets","Cucumbers","Asparagus","Cantaloupes","Nectarines","Switchgrass","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Garlic","Flaxseed","Dbl Crop Corn/Soybeans","Walnuts","Caneberries","Peanuts","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Olives","Sugarcane","Oranges","Citrus","Turnips","Camelina","Vetch","Mint","Celery","Gourds","Lentils","Safflower","Perennial Ice/Snow ","Lettuce","Pistachios","Honeydew Melons","Almonds","Dbl Crop Lettuce/Cotton","Chick Peas","Apricots","Pomegranates"
1,4,0,7163,19,0,NA,281,15,NA,NA,1506,67589,NA,226,NA,145,0,5044,150191,121220,57002,36936,9722,5310,1009952,273489,172574,8808,11155,130467,7612,0,NA,NA,340,0,NA,1385,24,NA,"01080204",0,0,50,26,461,NA,126,NA,0,17,0,0,4,0,63,24,21,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7288,370,0,NA,510,7,NA,NA,1648,39025,NA,589,NA,8,0,9637,27937,82508,39685,17523,5720,2907,860220,102593,228173,2982,5958,53123,1852,1,NA,NA,1,4,NA,227,12,NA,"01080206",6,0,75,1,920,NA,68,NA,0,0,0,0,0,0,336,0,476,0,0,0,0,0,415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,17995,0,0,NA,10,0,NA,NA,33,148470,NA,1,NA,0,1,51,48168,81966,33928,9474,2455,6513,835543,525998,840493,47666,1996,67261,548,0,NA,NA,0,0,NA,1,73,NA,"01080103",0,0,864,0,3,NA,0,NA,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,16510,10,4,NA,81,1,NA,NA,4443,94237,NA,346,NA,0,223,2080,29926,83742,30737,13987,2800,2907,992883,569686,528282,5780,15693,42441,4322,0,NA,NA,0,6,NA,1667,4,NA,"01080107",6,0,7,3,240,NA,171,NA,0,0,0,52,0,0,150,4,0,1,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,17054,91,23,NA,0,0,NA,NA,35,82061,NA,144,NA,0,0,60,52184,59143,22621,5035,1027,4775,1415200,677618,1203799,92564,1949,149435,1352,0,NA,NA,4,0,NA,0,3,NA,"01080101",0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9584,0,2,NA,0,0,NA,NA,233,91905,NA,1,NA,0,4,45,21846,53243,19314,7723,1487,1012,556012,279157,414273,11656,3308,17176,373,0,NA,NA,0,0,NA,24,0,NA,"01080104",2,0,16,0,7,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,15889,5,7,NA,30,2,NA,NA,1846,158231,NA,22,NA,0,336,298,78715,139949,70509,30906,6003,7733,1308663,951507,904039,15041,50125,59176,4136,0,NA,NA,0,0,NA,324,0,NA,"01080106",1,0,0,8,115,NA,3,NA,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,7988,19,112,NA,31,0,NA,NA,110,146501,NA,3,NA,0,12,231,7317,60001,22219,7328,1008,681,1022610,286630,444967,9359,13750,16616,980,0,NA,NA,0,0,NA,6,14,NA,"01080105",0,0,1,1,105,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,11161,0,0,NA,0,0,NA,NA,10,113416,NA,0,NA,0,0,27,8309,46576,22343,8307,1673,1726,542441,223909,399518,28914,1239,40952,187,0,NA,NA,0,0,NA,0,0,NA,"01080102",1,0,0,0,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1539,7,0,NA,21,2,NA,NA,252,14170,NA,15,NA,1,0,628,32393,57510,31483,16580,3778,6400,333166,353761,173029,4398,4042,80397,5692,0,NA,NA,161,0,NA,56,12,NA,"01080202",0,0,11,0,90,NA,12,NA,0,3,0,0,0,0,76,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,7156,15,0,NA,36,8,NA,NA,940,63645,NA,2302,NA,0,0,6228,30039,63561,24278,10466,1616,1239,996778,228444,407580,3376,8975,48204,2307,0,NA,NA,0,4,NA,559,1,NA,"01080203",0,0,60,14,487,NA,769,NA,0,1,0,0,0,1,90,6,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,2411,3,NA,NA,39,8,NA,NA,3671,34029,NA,16,NA,NA,0,1688,89611,336427,417477,537957,204850,20530,641366,174664,15579,5323,13149,343765,117941,NA,NA,NA,33,NA,NA,682,0,NA,"01090001",10,NA,8,NA,612,NA,32,0,19,2,14,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486841,1823,1,NA,NA,1,249,NA,NA,602,8866,NA,26,NA,NA,0,1067,26224,16838,22639,16901,1927,8109,58468,2503,5586,190,1356,23857,17493,NA,NA,NA,0,NA,NA,19,6,NA,"01090006",18,NA,0,NA,205,NA,368,607,2,37,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,11140,8,NA,NA,172,59,NA,NA,28773,71214,NA,1346,NA,NA,0,38174,170549,342522,382968,422282,147515,24550,1084341,239683,30545,6792,12018,498957,49087,NA,NA,NA,23,NA,NA,570,58,NA,"01090004",70,NA,63,NA,3533,NA,448,0,560,551,370,538,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,8998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,2797,8,NA,NA,47,5,NA,NA,637,28656,NA,15,NA,NA,0,1811,41576,119462,120738,123927,37729,8433,709117,55182,8151,5767,6191,86247,8291,NA,NA,NA,24,NA,NA,352,108,NA,"01090003",1,NA,19,NA,480,NA,56,0,39,9,10,11,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379772,6480,3,NA,NA,105,42,NA,NA,10162,33134,NA,248,NA,NA,7,64624,196003,340872,377700,220134,48479,122401,666630,586852,129586,74660,16689,295708,192233,NA,NA,NA,166,NA,NA,104,0,NA,"01090002",5,NA,17,NA,1457,NA,149,631,26,900,10,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,37750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,3990,6,0,NA,37,3,NA,NA,12739,8342,NA,21,NA,0,0,5373,29839,228410,201868,145258,36842,8314,686624,10611,2073,2263,2448,57363,27787,0,NA,NA,2,54,NA,1699,9,NA,"01100004",0,NA,16,2,784,NA,25,NA,0,79,48,0,0,NA,158,0,6,0,1,24,NA,0,583,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,14994,51,0,NA,164,7,NA,NA,11992,14101,NA,83,NA,0,0,7055,42432,87827,66521,55705,13526,5026,642546,4044,2742,3274,8458,65332,12215,0,NA,NA,301,0,NA,90,121,NA,"01100003",5,NA,9,0,298,NA,1358,NA,0,176,0,0,0,NA,13,0,0,0,17,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,40349,11,0,NA,516,9,NA,NA,49250,32733,NA,29,NA,0,0,7952,63102,134794,71208,37408,7845,9503,1278983,110205,64343,7304,11801,187053,8789,3,NA,NA,73,1,NA,355,464,NA,"01100001",1,NA,31,1,162,NA,2216,NA,0,96,0,0,0,NA,2,0,0,3,0,0,NA,34,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,18693,17,1,NA,554,9,NA,NA,41197,7033,NA,21,NA,1,0,6827,30990,97187,39495,15344,3452,3665,1040146,43997,70835,5362,5658,77567,4769,12,NA,NA,202,0,NA,603,153,NA,"01100002",1,NA,10,1,192,NA,507,NA,0,9,0,0,1,NA,1,0,1,0,80,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,55007,4622,4,NA,258,194,NA,NA,118529,189234,NA,34,NA,0,7,31353,161872,442135,229551,150648,34300,9060,3450066,199578,202396,16536,83424,222751,11570,16,NA,NA,383,9,NA,1168,40,NA,"01100005",6,NA,172,157,586,NA,34,NA,5,0,10,2,2,NA,97,61,3,83,1,4,NA,6,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,307,8,0,NA,2,0,NA,NA,4549,1163,NA,1,NA,0,0,533,26379,289665,151069,110645,38367,2601,611298,12234,726,1098,3683,27277,6893,1,NA,NA,11,0,NA,173,0,NA,"01100006",0,NA,11,3,48,NA,9,NA,0,0,0,0,0,NA,15,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,9525,3,0,NA,143,3,NA,NA,3619,20477,NA,91,NA,0,0,3255,23720,48161,33007,22110,3517,5842,495179,60843,6168,1312,4738,111333,4662,0,NA,NA,16,0,NA,65,110,NA,"01100007",3,NA,43,0,633,NA,12372,NA,2,17,0,4,0,NA,22,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3154,9,0,0,30,110,0,NA,932,17225,1,0,NA,0,3,1805,189324,49841,9334,2805,596,7458,1720758,618374,279395,15125,9672,102220,6813,5,NA,NA,0,0,NA,0,69,NA,"02020002",0,NA,4,1,30,NA,0,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,8,0,NA,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,49427,8449,129,0,678,1841,3,NA,33039,206129,9,10,NA,317,71,36801,51639,251331,72892,29574,9335,3509,1698449,116641,323782,15314,170960,274541,22409,157,NA,NA,181,31,NA,10436,99,NA,"02020007",7,NA,245,174,1217,NA,10270,NA,4,18,NA,28,0,6,724,0,NA,356,NA,7,NA,5,4,2,NA,0,0,17953,59,143,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,176747,5828,76,39,2101,446,0,NA,167277,262107,6,12,NA,0,72,73081,90120,283076,146518,69928,19098,8637,2670602,560608,265276,101218,257791,301019,14535,1037,NA,NA,327,0,NA,209,6,NA,"02020003",175,NA,99,957,198,NA,3940,NA,0,0,NA,7,0,0,170,1,NA,91,NA,0,NA,34,787,0,NA,2,340,61,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,310931,41990,846,0,1853,7082,119,NA,152738,711422,446,3,NA,0,132,46525,160034,352547,180635,85052,30604,5284,2916040,682631,407465,367139,542788,299887,18153,632,NA,NA,10,4,NA,283,318,NA,"02020004",17,NA,96,499,338,NA,159,NA,0,26,NA,16,0,7869,2,15,NA,6938,NA,0,NA,292,1130,5,NA,0,0,91,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,392,2,4,0,14,11,0,NA,560,1737,0,0,NA,0,5,488,202843,83980,15114,5206,744,1788,2260428,1609279,461339,21207,3748,112046,6830,0,NA,NA,0,0,NA,1,0,NA,"02020001",0,NA,0,0,11,NA,0,NA,0,2,NA,0,0,0,0,0,NA,0,NA,0,NA,0,2,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,12063,1633,69,0,639,145,1,NA,17780,77137,1,2,NA,16,63,20809,116222,273317,136234,86004,24506,6475,1491251,47194,41071,31030,159348,128216,13929,30,NA,NA,10,0,NA,29849,4,NA,"02020008",1,NA,58,286,274,NA,69,NA,11,30,NA,0,0,0,5,51,NA,8,NA,0,NA,36,0,0,NA,50,0,332,0,0,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,104049,22218,177,1,2565,828,3,NA,70388,346847,6,41,NA,1,57,79610,176557,435374,194895,103433,39304,18701,3658242,467580,528276,78382,369993,245788,34953,359,NA,NA,92,0,NA,7405,56,NA,"02020006",91,NA,459,849,1020,NA,939,NA,10,1,NA,1,1,0,200,7,NA,1021,NA,2,NA,153,4,0,NA,58,0,35,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,53040,3109,95,0,405,1019,13,NA,27491,270024,96,158,NA,0,87,16689,23449,105923,20278,6776,1215,2688,1304555,324509,327700,4774,136855,36486,2381,116,NA,NA,0,0,NA,161,50,NA,"02020005",0,NA,101,111,273,NA,131,NA,0,4,NA,0,0,1,2,0,NA,7,NA,0,NA,6,107,0,NA,0,27,45,0,1,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,1,0,1,NA,0,0,0,NA,0,12,0,0,NA,0,0,79,10615,727,1077,1184,606,1382,770,34,11,30,34,226,5847,0,NA,NA,0,0,NA,0,0,NA,"02030203",NA,NA,0,0,1,NA,2,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,876,1156,33,NA,1549,9,2,NA,87,853,0,0,NA,0,0,2429,15667,244820,278817,380810,280952,12435,159494,2053,3164,11724,11074,85477,36259,0,NA,NA,20,0,NA,22,4,NA,"02030104",NA,NA,1,25,254,NA,151,NA,0,0,NA,0,NA,0,0,0,NA,175,NA,0,NA,0,NA,0,NA,NA,NA,0,5,0,0,NA,NA,NA,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,5357,172,287,NA,10879,4,0,NA,1081,2693,0,16207,NA,0,0,11067,51082,526682,549164,474120,129075,68767,428469,187721,24295,22458,91438,22905,116705,0,NA,NA,0,0,NA,495,1416,NA,"02030202",NA,NA,863,15,884,NA,369,NA,0,0,NA,0,NA,0,3,0,NA,1484,NA,340,NA,0,NA,0,NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,268,25,60,NA,1034,4,0,NA,282,388,1,800,NA,0,1,1002,10125,242247,114051,56197,16300,11396,149924,10099,11268,1580,8672,5922,14238,0,NA,NA,0,0,NA,55,33,NA,"02030201",NA,NA,42,24,44,NA,116,NA,0,0,NA,0,NA,0,0,0,NA,40,NA,78,NA,3,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,781,778,9,NA,59,115,0,NA,386,4707,3,7,NA,1,8,659,118050,787968,389660,275553,120890,9874,1222999,6078,8248,6920,11199,279021,16470,2,NA,NA,39,7,NA,85,5,NA,"02030103",NA,NA,25,106,177,NA,8,NA,0,0,NA,0,NA,0,7,2,NA,61,NA,7,NA,0,NA,1,NA,NA,NA,0,10,3,5,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,13309,303,119,27,NA,19,3,0,NA,1438,4926,2,1,NA,0,0,1352,252456,332584,138150,128362,132182,3796,1021732,25145,1474,5748,33557,51547,8415,1,NA,NA,2,0,NA,714,0,NA,"02030101",NA,NA,3,54,22,NA,3,NA,1,0,NA,0,NA,0,0,0,NA,0,NA,1,NA,2,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,50237,2,3,25,NA,3,0,0,NA,47,48,0,0,NA,0,0,92,13190,112702,86973,117704,102786,517,47902,2767,228,282,1146,2842,2464,0,NA,NA,1,0,NA,34,0,NA,"02030102",NA,NA,2,1,1,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,1327,46828,82162,290,NA,7979,4118,0,NA,3776,177415,0,52,NA,5,198,27599,39815,579762,375934,188005,66954,14616,1012561,9755,5806,89674,102605,305287,18018,94,NA,NA,389,735,NA,137,110,NA,"02030105",NA,NA,493,3667,2457,NA,551,NA,4,1,NA,19,NA,1,20,4,NA,10439,NA,210,NA,1,NA,3,NA,NA,NA,0,945,32,24,NA,NA,NA,34,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1602647,66130,73327,33,NA,0,0,NA,NA,341,176,0,7028,0,0,0,43,13406,21273,10418,5280,1520,2533,7398,26309,4459,3849,312,135539,119906,0,NA,NA,0,84,14,0,0,NA,"02040304",0,NA,0,8254,0,NA,0,NA,0,0,0,0,NA,303,0,12,NA,882,NA,0,0,0,0,0,0,NA,0,0,62479,0,2696,NA,NA,0,0,0,0,2298,174,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
