"layer","zone","Background","Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Sunflower","Sorghum","Soybeans","Canola","HUC","Apples","Other Crops","Millet","Cranberries","Squash","Tobacco","Cucumbers","Herbs","Grapes","Winter Wheat","Dry Beans","Tomatoes","Peaches","Pears","Strawberries","Other Tree Crops","Cauliflower","Cabbage","Aquaculture","Other Small Grains","Hops","Triticale","Onions","Greens","Dbl Crop WinWht/Corn","Speltz","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Cherries","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Watermelons","Asparagus","Peppers","Nectarines","Cotton","Peanuts","Sugarbeets","Lettuce","Dbl Crop Barley/Corn","Dbl Crop Corn/Soybeans","Turnips","Eggplants","Pop or Orn Corn","Switchgrass","Cantaloupes","Dbl Crop Soybeans/Oats","Dbl Crop Oats/Corn","Carrots","Walnuts","Dbl Crop WinWht/Cotton","Pecans","Caneberries","Rice","Oranges","Olives","Citrus","Sugarcane","Avocados","Vetch","Flaxseed","Camelina","Celery","Gourds","Mint","Durum Wheat","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Garlic","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Apricots","Pomegranates"
1,2,8011,59266,140,125,874,9,NA,NA,53632,55010,NA,420,17,NA,0,809,18606,100,101899,370254,336239,211849,47946,8455,1517664,38077,23429,18667,11911,192223,27061,0,2116,347,NA,6,22,831,NA,"01080205",2473,0,NA,NA,899,10589,251,129,6,319,27,11,49,202,30,140,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,48334,6,52,350,157,NA,NA,4243,115480,NA,25928,36,NA,0,1535,10577,8,72857,155667,108199,63007,17674,4491,1132100,617220,374045,28842,5822,124272,11422,2,1021,57,NA,0,0,766,NA,"01080201",369,0,NA,NA,2758,888,38,418,0,8,7,8,0,0,962,0,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,8491,0,1,19,25,NA,NA,748,84558,NA,155,118,NA,0,99,2860,12,149724,122014,56254,36387,9393,5418,959149,283732,181869,15811,4823,143204,11521,0,69,378,NA,0,16,408,NA,"01080204",1359,0,NA,NA,107,177,7,12,1,5,2,1,0,0,40,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,10751,5,0,145,144,NA,NA,1199,49291,NA,439,3,NA,0,71,3608,7,27042,82069,40427,16917,5646,2903,846416,96795,238552,7079,2805,54075,3031,0,223,12,NA,0,2,355,NA,"01080206",250,0,NA,NA,236,2171,38,1,0,14,35,7,0,0,21,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,18797,17,0,14,1,NA,NA,71,154420,NA,3,36,NA,0,10,94,242,46671,81913,32401,10054,2518,6857,818738,513212,848813,65213,1979,64515,2880,0,8,6,NA,0,0,30,NA,"01080103",3,4,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,17235,2,3,28,0,NA,NA,4084,115040,NA,142,7,NA,0,81,743,6,29961,84004,30772,13175,2794,3692,914405,574274,574847,29657,7704,32755,6005,0,38,29,NA,0,2,82,NA,"01080107",1737,1,NA,NA,104,20,2,0,0,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,16942,1,0,28,0,NA,NA,312,86092,NA,10,33,NA,0,37,59,84,48837,59349,21362,5053,1038,5723,1402523,634991,1233684,105831,1941,156801,5323,0,2,73,NA,0,0,28,NA,"01080101",19,0,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9085,3,0,6,0,NA,NA,147,100575,NA,4,1,NA,0,3,107,0,21691,53453,19027,6841,1588,887,527000,287292,420380,22514,1454,14636,1289,0,390,2,NA,0,0,3,NA,"01080104",25,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,17807,17,0,33,1,NA,NA,1892,220977,NA,13,13,NA,0,57,270,204,78507,139003,71584,28846,6114,9289,1208870,913036,955571,75787,12620,53436,9217,0,38,13,NA,0,5,78,NA,"01080106",321,0,NA,NA,5,2,0,0,0,0,0,0,0,0,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,7784,49,0,48,1,NA,NA,94,168764,NA,10,4,NA,1,2,230,7,6983,59717,21836,7075,1056,1012,951899,288927,466518,44597,5465,13669,2688,0,27,0,NA,0,1,110,NA,"01080105",6,0,NA,NA,0,0,0,0,0,6,0,0,0,0,0,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,9245,56,0,17,0,NA,NA,14,119558,NA,5,0,NA,0,18,182,4,7477,46698,21895,7786,1918,1415,527514,233387,395440,36748,1560,38416,1235,0,21,1,NA,0,0,92,NA,"01080102",0,0,NA,NA,0,0,0,0,0,5,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1893,1,0,1,0,NA,NA,79,18206,NA,14,16,NA,0,18,422,3,31145,59073,31106,15441,3670,5978,307050,366700,173636,8962,1600,84605,9801,0,13,128,NA,0,0,1,NA,"01080202",54,0,NA,NA,48,19,0,1,0,0,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,7502,20,0,23,0,NA,NA,418,75126,NA,2006,5,NA,0,987,7681,1,29809,63611,24835,9692,1537,2197,947290,236118,427775,14190,5050,48871,3513,0,91,18,NA,0,7,37,NA,"01080203",624,0,NA,NA,73,38,3,9,0,4,2,0,0,0,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,4942,6,NA,23,19,NA,NA,5450,41608,NA,40,49,NA,1,118,3360,3,88640,344870,426384,525631,199070,21871,647813,165850,11104,9160,6135,329883,128511,30,39,95,NA,NA,1,17,NA,"01090001",1141,0,NA,8,41,2,4,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486853,1883,0,NA,26,108,NA,NA,302,10012,NA,23,12,NA,0,779,596,4,25340,16648,22532,17126,1712,9167,59195,2401,5143,1436,1413,22070,17309,0,7,18,NA,NA,0,0,NA,"01090006",24,1,NA,0,3,0,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,688,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,18541,135,NA,95,33,NA,NA,20654,86599,NA,2070,250,NA,2,1169,34497,78,167876,341677,384763,423307,143674,30210,1046885,220872,34354,15785,9405,513247,61794,3,99,80,NA,NA,1,13,NA,"01090004",639,1,NA,19092,768,17,2,7,54,1,NA,NA,51,NA,NA,NA,NA,NA,0,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,3812,0,NA,22,3,NA,NA,360,34704,NA,32,34,NA,0,235,1394,73,40714,120411,121869,120706,37850,9349,686056,47167,7148,12869,4724,104010,11811,0,7,43,NA,NA,16,3,NA,"01090003",479,0,NA,0,34,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379785,12216,36,NA,184,63,NA,NA,18274,37375,NA,640,42,NA,10,324,35035,31,182457,337946,388099,215629,44542,140246,623275,582262,133179,90412,13922,302194,201294,112,6,1300,NA,NA,0,12,NA,"01090002",79,0,NA,62287,34,0,1,0,115,0,NA,NA,0,NA,NA,NA,NA,NA,337,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,3836,0,0,232,1,NA,NA,8876,14673,NA,23,9,NA,0,43,6659,80,29870,228135,206650,140694,36498,7497,675087,8642,1730,3577,3885,65761,28505,NA,45,31,NA,2,42,6,NA,"01100004",1718,0,NA,0,49,202,2,0,1,1,0,0,74,5,NA,560,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,16424,3,0,148,8,NA,NA,6245,25092,NA,19,4,NA,0,1231,5038,110,42069,89906,66735,53155,13603,4787,623963,3449,2378,5098,7905,78944,13589,NA,34,263,NA,3,14,27,NA,"01100003",132,1,NA,0,19,13,0,0,44,0,0,0,1,0,NA,0,NA,NA,29,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,41354,17,0,391,7,NA,NA,20917,67201,NA,37,42,NA,0,1656,9883,458,61721,135902,71966,34500,8249,10167,1203101,114852,67808,13931,10487,236992,13459,NA,40,64,NA,52,106,69,NA,"01100001",576,106,NA,391,50,24,0,2,2,10,0,0,2,0,NA,1,NA,NA,0,3,NA,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,20232,2,0,147,2,NA,NA,19192,30269,NA,23,35,NA,0,292,6835,71,29335,97902,39254,14651,3446,4036,987503,49033,74222,8623,5880,114599,7932,NA,24,170,NA,7,8,100,NA,"01100002",676,0,NA,0,37,30,4,0,15,2,0,1,3,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,57105,154,3,466,71,NA,NA,43863,301546,NA,116,28,NA,60,31,22427,63,159675,440220,237053,144351,33886,8882,3336617,210300,213150,48727,63553,260096,24405,NA,111,394,NA,24,219,5619,NA,"01100005",1940,0,NA,0,451,125,0,0,3,82,4,0,12,14,NA,3,NA,NA,0,0,NA,3,1,14,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,401,0,0,28,0,NA,NA,2274,3731,NA,2,0,NA,2,1,664,6,26428,288050,156928,105566,39159,2254,595866,18626,1121,2457,3599,34135,7175,NA,2,18,NA,0,0,23,NA,"01100006",222,1,NA,0,8,15,1,0,1,5,0,0,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,9910,2,0,805,13,NA,NA,2564,24584,NA,53,54,NA,0,13808,1563,168,22546,48174,32855,21714,3480,5607,469015,57004,11012,4776,3677,129009,8410,NA,28,20,NA,2,10,0,NA,"01100007",79,11,NA,0,13,6,0,3,9,0,0,0,11,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3533,8,0,34,78,NA,NA,1387,19984,0,0,32,NA,5,0,511,5,186460,50041,9458,2432,600,8067,1653584,625764,304471,31298,9175,109760,18158,NA,0,1,NA,0,10,148,NA,"02020002",0,0,0,0,0,0,NA,0,0,75,5,0,0,0,NA,0,0,NA,NA,NA,NA,17,0,NA,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,51147,37,0,477,289,NA,NA,22161,239122,3,4,0,NA,62,13263,38398,195,49425,253247,70611,28486,9684,4792,1616873,104438,348820,28514,163867,301526,28333,NA,250,53,NA,20,47,15448,NA,"02020007",11538,0,6,7,22,0,NA,175,108,605,3,29,18,16,NA,0,0,NA,NA,NA,NA,154,17100,NA,0,0,7,13,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,201147,147,22,1293,1591,NA,NA,179843,329912,0,25,54,NA,533,4048,15111,213,87907,284948,147407,66099,19004,9966,2459954,561607,265166,212260,246395,345758,30770,NA,78,74,NA,5,775,10767,NA,"02020003",502,1,0,0,86,14,NA,0,2,484,8,0,0,1,NA,11,1,NA,NA,NA,NA,665,5,NA,0,5,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,318272,606,213,1227,5255,NA,NA,177297,813877,265,11,331,NA,462,162,13352,188,156181,351701,181473,82996,30346,7755,2747513,710639,370809,468841,476538,326238,30220,NA,460,25,NA,62,83,55190,NA,"02020004",415,0,0,0,3,0,NA,0,46,6603,5081,0,0,0,NA,0,0,NA,NA,NA,NA,290,0,NA,0,60,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,801,1,0,36,51,NA,NA,626,2171,0,0,6,NA,25,0,246,5,198247,84570,14752,4289,854,3029,2195919,1594306,499574,40748,3747,126978,16667,NA,22,3,NA,0,15,29,NA,"02020001",11,0,0,0,0,0,NA,0,1,51,0,0,0,0,NA,0,0,NA,NA,NA,NA,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,16925,44,0,174,130,NA,NA,13954,95675,0,0,0,NA,47,75,15464,522,114101,278070,133487,83068,24909,8646,1402531,46569,48515,72636,154202,149419,21327,NA,123,7,NA,48,713,2579,NA,"02020008",31793,0,0,0,2,0,NA,0,61,113,1,0,60,208,NA,0,0,NA,NA,NA,NA,8,26,NA,0,0,0,0,3,49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,126175,422,10,972,1592,NA,NA,70444,430666,2,180,108,NA,454,933,18732,228,173489,438347,194507,98559,39864,22475,3422146,501472,557766,212094,349184,235413,49187,NA,154,35,NA,133,2277,33208,NA,"02020006",7256,35,1,0,46,0,NA,0,15,1962,6,0,0,144,NA,0,0,NA,NA,NA,NA,290,3,NA,3,8,0,0,8,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,56662,16,9,123,527,NA,NA,26504,317899,6,45,229,NA,414,226,2014,15,23566,105956,20248,6125,1246,2874,1236558,320935,356967,23334,118912,37355,6674,NA,88,8,NA,1,70,4933,NA,"02020005",240,0,1,0,11,0,NA,0,7,112,11,0,0,0,NA,0,0,NA,NA,NA,NA,58,0,NA,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,3,0,NA,1,0,NA,NA,0,22,0,0,0,0,0,2,9,0,10562,745,1073,1188,585,1519,621,83,12,40,39,328,5806,NA,1,0,NA,NA,0,0,NA,"02030203",0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,1764,3,NA,1918,6,NA,NA,158,2039,3,0,0,0,1,296,122,23,15167,246315,277707,384154,277148,13462,147012,2521,4702,13983,14064,85498,40378,NA,23,32,NA,NA,31,1492,NA,"02030104",47,NA,1,0,0,NA,0,NA,21,258,0,1,6,0,NA,NA,NA,5,NA,NA,5,0,0,2,1,NA,38,2,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,10422,5,NA,7545,106,NA,NA,272,5603,0,12346,0,0,26,22,1076,9300,48668,533192,545225,473992,126773,76253,392217,183092,27808,36084,94888,33725,116367,NA,1860,0,NA,NA,220,166,NA,"02030202",392,NA,0,0,0,NA,0,NA,289,5828,0,0,983,0,NA,NA,NA,0,NA,NA,1407,0,0,346,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,1235,0,NA,647,3,NA,NA,66,754,0,219,0,0,4,1,61,585,8567,243814,113931,55102,15965,12476,139445,10211,14681,2933,10158,7798,16746,NA,130,0,NA,NA,19,32,NA,"02030201",73,NA,0,0,1,NA,0,NA,50,243,0,0,91,0,NA,NA,NA,0,NA,NA,167,0,0,111,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,1179,3,NA,79,39,NA,NA,443,6086,1,1,0,0,3,32,620,49,116527,798805,386560,270345,118144,10080,1166177,5953,8352,13788,11573,328665,16141,NA,39,80,NA,NA,140,721,NA,"02030103",169,NA,1,0,0,NA,0,NA,4,182,1,1,4,3,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,1,1,NA,NA,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,13309,711,2,NA,25,0,NA,NA,866,5838,0,0,0,0,13,1,696,528,251103,337824,136985,125624,130483,4469,988318,31061,2459,16467,32718,63741,12909,NA,10,3,NA,NA,9,266,NA,"02030101",972,NA,0,0,0,NA,0,NA,0,17,0,0,6,12,NA,NA,NA,0,NA,NA,0,1,3,1,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
