"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Peas","Blueberries","Radishes","HUC","Apples","Sorghum","Millet","Misc Vegs & Fruits","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Pumpkins","Tobacco","Dry Beans","Other Crops","Triticale","Peppers","Squash","Sunflower","Grapes","Sweet Potatoes","Cucumbers","Herbs","Strawberries","Peaches","Other Tree Crops","Cranberries","Dbl Crop WinWht/Soybeans","Onions","Dbl Crop WinWht/Corn","Pears","Speltz","Dbl Crop Oats/Corn","Plums","Nectarines","Greens","Asparagus","Cantaloupes","Dbl Crop Barley/Soybeans","Cotton","Vetch","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Rape Seed","Watermelons","Carrots","Lettuce","Dbl Crop Corn/Soybeans","Cabbage","Turnips","Eggplants","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Switchgrass","Cherries","Peanuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Celery","Olives","Sugarcane","Citrus","Oranges","Honeydew Melons","Cauliflower","Camelina","Walnuts","Mint","Gourds","Flaxseed","Durum Wheat","Dbl Crop Soybeans/Cotton","Other Small Grains","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Caneberries","Apricots","Almonds","Dbl Crop Lettuce/Cantaloupe","Garlic","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Pomegranates"
1,2,8011,65952,1288,4,NA,1106,5462,271,NA,NA,69425,36427,NA,NA,269,0,8664,93,102508,369319,333022,214836,50268,10033,1582320,39564,19078,7409,11202,148990,22985,3,NA,204,NA,"01080205",1882,4,NA,2,NA,689,NA,NA,516,7717,134,5,24,2,1316,6,2,2,70,2,44,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,56766,167,136,NA,12,873,168,NA,NA,4271,111984,NA,NA,20745,0,9840,1,73803,155293,106164,65340,18329,4718,1157158,637164,371733,7823,4120,112439,4724,34,NA,28,NA,"01080201",252,0,NA,31,NA,520,NA,NA,1062,530,46,2,4,0,1836,0,0,0,6,221,1312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,8940,50,1,NA,21,94,3,NA,NA,1109,83824,NA,NA,126,0,1754,11,149635,120005,56748,37625,9914,6357,1078613,250104,144333,7740,2789,111234,6034,0,NA,78,NA,"01080204",1291,4,NA,68,NA,5,NA,NA,50,272,30,7,16,1,22,0,0,0,0,0,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,9899,567,0,NA,154,1332,3,NA,NA,1430,46691,NA,NA,94,0,4565,1,27001,81976,40012,17413,5847,2920,872826,100507,211920,2538,2128,58880,935,462,NA,11,NA,"01080206",174,0,NA,0,NA,19,NA,NA,111,2170,6,0,1,0,177,0,0,0,9,0,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,18417,4,0,NA,0,0,0,NA,NA,78,152871,NA,NA,1,0,7,164,47949,81456,32531,10701,2581,5826,838392,501631,871538,36678,1112,66400,726,0,NA,10,NA,"01080103",0,0,NA,32,NA,7,NA,NA,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,18405,94,0,NA,0,6,0,NA,NA,4078,112454,NA,NA,70,3,305,5,30542,83832,31100,13290,2768,2654,962179,584308,553624,6187,3611,29837,2524,17,NA,24,NA,"01080107",1517,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,17268,3,169,NA,0,0,0,NA,NA,174,84384,NA,NA,0,0,37,19,49919,58930,22076,5166,1034,5738,1427413,638051,1242903,81316,1471,149020,995,0,NA,60,NA,"01080101",0,2,NA,23,NA,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9712,0,0,NA,0,17,0,NA,NA,215,99132,NA,NA,3,0,33,0,22158,52992,19505,7133,1593,708,541881,282561,424516,9132,745,15794,457,0,NA,0,NA,"01080104",15,0,NA,1,NA,2,NA,NA,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,19118,108,0,NA,0,11,0,NA,NA,2140,216429,NA,NA,67,0,564,198,79879,137199,72687,30051,6040,7010,1338448,900823,909065,15444,3647,60669,3834,2,NA,0,NA,"01080106",189,1,NA,11,NA,0,NA,NA,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,9653,124,0,NA,0,43,1,NA,NA,41,165121,NA,NA,0,1,448,5,7318,59167,22627,7142,932,848,1041907,295693,409797,7798,1592,17768,555,0,NA,0,NA,"01080105",5,19,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,10726,0,0,NA,0,5,0,NA,NA,53,117150,NA,NA,4,0,44,21,8500,46033,21953,8419,1996,1133,547903,227337,395366,25002,848,37848,362,0,NA,0,NA,"01080102",0,0,NA,0,NA,5,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1856,0,0,NA,0,8,1,NA,NA,157,17980,NA,NA,6,0,420,6,31990,57556,31291,16974,3492,5890,345579,365034,153469,4169,848,76361,6462,0,NA,5,NA,"01080202",45,0,NA,11,NA,10,NA,NA,18,33,0,0,3,4,3,0,0,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,8011,44,1,NA,1,79,1,NA,NA,378,73531,NA,NA,1925,3,7905,0,30057,63392,24766,10167,1541,1248,974646,247784,415120,3298,2654,40013,1230,296,NA,0,NA,"01080203",517,1,NA,4,NA,269,NA,NA,63,27,0,0,0,0,137,0,0,0,3,2,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,6056,3,NA,NA,NA,64,3,NA,NA,6643,32509,NA,NA,38,NA,8663,53,92282,338430,410986,540020,206965,21887,680863,169818,10605,2227,6194,309817,116732,NA,NA,2,NA,"01090001",941,0,NA,61,0,3,0,NA,1,0,0,7,1,27,14,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486841,2242,0,NA,NA,NA,35,0,NA,NA,349,9222,NA,NA,11,NA,741,32,26058,16554,23164,16607,1736,9782,69035,1900,1200,304,870,20651,14833,NA,NA,0,NA,"01090006",19,0,NA,8,0,213,425,NA,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,20670,0,NA,NA,NA,1057,5,NA,NA,25508,83432,NA,NA,1420,NA,21064,1097,171939,340808,380530,427364,145523,30468,1092395,215071,32322,3571,6029,511676,45501,NA,NA,13,NA,"01090004",453,2,NA,158,44,180,0,NA,59,1,0,3,0,206,70,NA,36,NA,NA,NA,NA,NA,NA,20167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,3526,4,NA,NA,NA,39,7,NA,NA,667,33848,NA,NA,56,NA,1314,49,42190,119376,121309,121840,38613,8907,687674,51532,13629,4970,2739,106066,7153,NA,NA,0,NA,"01090003",330,0,NA,38,0,27,0,NA,3,2,7,6,4,9,3,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379772,15496,0,NA,NA,NA,2167,4,NA,NA,23757,33443,NA,NA,101,NA,22692,67,193277,339496,376537,226014,45169,133067,629355,604540,138496,82205,10375,294160,188455,NA,NA,582,NA,"01090002",126,0,NA,34,0,35,0,NA,1,0,0,0,0,15,4,NA,484,NA,NA,NA,NA,NA,NA,63829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,4081,2,6,0,83,887,15,NA,NA,13714,10089,0,NA,10,0,3067,90,31611,226122,204540,143191,38355,7629,702238,6831,1401,1624,2674,47710,25867,0,NA,28,NA,"01100004",1466,0,NA,0,0,55,NA,NA,67,123,84,0,0,0,15,2,0,NA,23,NA,NA,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,18273,8,0,0,4,85,81,NA,NA,10238,21094,0,NA,4,0,2225,74,42189,88316,66357,54616,14242,4967,655642,3564,1323,2273,5643,56646,11688,0,NA,13,NA,"01100003",103,0,NA,3,0,571,NA,NA,21,53,58,9,0,4,20,3,65,NA,8,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,41931,55,0,0,6,1096,21,NA,NA,35020,54097,0,NA,39,0,5044,129,64495,133767,72299,36205,8679,11000,1270890,117047,61536,6601,9167,185587,10280,0,NA,9,NA,"01100001",377,0,NA,9,0,660,NA,NA,22,67,5,13,7,0,21,46,10,NA,2,NA,NA,1,NA,391,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,21295,11,0,0,12,250,63,NA,NA,34600,15801,0,NA,9,0,3716,31,31021,96013,40261,15468,3716,4942,1053904,50498,55353,3941,5166,71716,5980,0,NA,28,NA,"01100002",596,1,NA,23,0,17,NA,NA,8,91,4,18,9,10,5,7,6,NA,1,NA,NA,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,58290,7198,9,14,3,351,145,NA,NA,124117,214162,1,NA,40,90,20563,32,160402,435169,235176,151151,34638,8390,3481296,184986,198804,17165,61518,208680,10604,210,NA,211,NA,"01100005",1051,401,NA,0,0,16,NA,NA,139,28,44,0,1,0,353,247,0,NA,10,NA,NA,0,NA,0,129,3,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,430,5,0,0,0,26,2,NA,NA,4136,2174,0,NA,2,0,187,1,26421,285803,153973,110346,39605,1960,618795,9107,554,820,2728,25601,5949,0,NA,12,NA,"01100006",66,10,NA,0,0,0,NA,NA,8,9,18,0,0,0,19,0,0,NA,2,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,13755,0,0,0,2,68,42,NA,NA,4304,23510,0,NA,145,0,2208,2587,23753,47553,33226,21845,3692,5739,496991,57384,8732,917,2329,109005,4738,0,NA,1,NA,"01100007",56,0,NA,52,7,8325,NA,NA,13,0,0,5,0,1,4,2,4,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3904,134,0,0,0,19,5,NA,NA,589,19064,0,NA,0,1,1476,0,191774,49581,9763,2736,605,5540,1719388,649572,230925,14788,8423,118279,8537,0,NA,0,NA,"02020002",0,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,51983,9002,165,13,121,2029,1549,NA,NA,30489,227030,11,NA,7,82,43901,151,50065,251982,70826,29831,9691,3226,1697015,97809,349397,8657,137385,283162,24757,0,NA,6,NA,"02020007",10708,7,NA,0,NA,10085,NA,NA,39,NA,0,NA,0,0,104,0,39,NA,NA,NA,0,2,NA,NA,29,18049,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,198450,6193,520,166,112,3283,246,NA,NA,168127,320381,0,NA,6,303,33097,218,88945,280266,150988,68193,18691,8844,2647972,554622,251145,111322,219094,335273,14009,93,NA,14,NA,"02020003",102,355,NA,34,NA,3291,NA,NA,25,NA,0,NA,179,1,106,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,314556,31441,501,38,5353,754,2193,NA,NA,152317,798230,111,NA,0,233,65736,101,159997,349163,182963,86549,30200,5640,2940354,673288,360941,395370,461969,298942,16373,0,NA,1,NA,"02020004",271,171,NA,7,NA,60,NA,NA,496,NA,6403,NA,297,0,4,43,0,NA,NA,NA,0,0,NA,NA,0,5,8,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,815,2,1,0,0,11,12,NA,NA,285,1874,0,NA,0,1,471,0,204649,83096,15786,4902,734,2661,2299493,1621711,404757,16004,3087,119534,7886,0,NA,0,NA,"02020001",2,0,NA,0,NA,1,NA,NA,6,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,15603,2561,26,26,1,348,129,NA,NA,16641,87742,0,NA,8,37,20336,28,116416,274402,132752,87609,24934,6373,1491645,35895,51494,28524,143482,129522,15963,0,NA,0,NA,"02020008",32481,21,NA,1,NA,130,NA,NA,260,NA,0,NA,0,0,1,439,3,NA,NA,NA,0,213,NA,NA,0,175,1,58,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,117005,30581,863,145,240,2764,588,NA,NA,67096,420644,43,NA,11,364,40518,49,177066,433151,194141,104760,40591,19034,3677286,487186,506762,76082,328506,225013,32835,1,NA,3,NA,"02020006",6211,160,NA,169,NA,352,NA,NA,178,NA,0,NA,44,0,252,0,0,NA,NA,NA,56,0,NA,NA,4,1,12,49,0,218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,57146,2126,131,0,5,174,193,NA,NA,27237,307732,0,NA,0,363,7653,1,24712,105740,20746,6487,1436,1802,1320445,310409,330826,2579,110212,28975,3292,0,NA,0,NA,"02020005",163,43,NA,1,NA,147,NA,NA,125,NA,2,NA,17,0,3,0,0,NA,NA,NA,54,0,NA,NA,0,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,11,0,0,NA,0,0,0,NA,NA,0,23,0,NA,0,0,2,0,10606,744,1074,1189,584,1501,758,40,11,60,41,251,5683,NA,NA,0,NA,"02030203",1,0,0,0,0,0,NA,NA,0,NA,60,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,991,2134,0,NA,111,2199,4,NA,NA,186,1592,8,NA,2,2,42,16,14685,244830,276637,383126,280816,12567,153968,2180,4642,11365,16212,83867,37806,NA,NA,13,NA,"02030104",8,13,0,0,0,347,NA,NA,3,NA,0,1,0,0,0,0,0,NA,NA,0,0,11,NA,NA,26,0,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,8760,35,23,NA,0,6379,28,NA,NA,181,3619,0,NA,4399,0,14477,9052,47866,528343,546683,474791,129247,67846,438548,181779,22011,19759,93493,23521,114342,NA,NA,0,NA,"02030202",1001,0,0,0,1024,1984,NA,NA,19,NA,0,0,0,0,26,5219,163,NA,NA,0,0,1188,NA,NA,0,32,NA,0,NA,0,NA,29,631,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,915,96,2,NA,0,769,2,NA,NA,70,513,0,NA,311,0,423,449,9225,240691,115026,56753,16373,9878,148429,8878,14024,1392,8695,5994,16413,NA,NA,0,NA,"02030201",46,2,0,0,95,201,NA,NA,7,NA,0,0,0,0,4,277,22,NA,NA,0,1,138,NA,NA,0,0,NA,0,NA,0,NA,0,205,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,811,723,0,NA,39,502,121,NA,NA,465,5580,11,NA,6,1,649,17,118873,791867,386306,272888,123062,9703,1229751,6888,5543,3096,7292,285473,11147,NA,NA,1,NA,"02030103",124,0,0,0,0,37,NA,NA,13,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,NA,NA,4,0,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
