"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Winter Wheat","Christmas Trees","Radishes","Canola","Misc Vegs & Fruits","HUC","Apples","Cranberries","Sorghum","Sweet Corn","Sod/Grass Seed","Dry Beans","Other Crops","Squash","Pumpkins","Triticale","Millet","Cabbage","Gourds","Sunflower","Dbl Crop Corn/Soybeans","Tobacco","Durum Wheat","Tomatoes","Peaches","Grapes","Pears","Peppers","Strawberries","Eggplants","Other Tree Crops","Pop or Orn Corn","Onions","Peas","Plums","Herbs","Carrots","Asparagus","Greens","Other Small Grains","Aquaculture","Lettuce","Caneberries","Dbl Crop Barley/Corn","Walnuts","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop WinWht/Soybeans","Speltz","Cucumbers","Vetch","Cherries","Nectarines","Watermelons","Dbl Crop Barley/Soybeans","Sweet Potatoes","Dbl Crop Soybeans/Oats","Cauliflower","Dbl Crop WinWht/Sorghum","Cotton","Dbl Crop Barley/Sorghum","Turnips","Rape Seed","Cantaloupes","Switchgrass","Sugarbeets","Peanuts","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Sugarcane","Olives","Oranges","Citrus","Celery","Hops","Camelina","Mint","Apricots","Flaxseed","Mustard","Almonds","Garlic","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,1,0,7970,298,0,0,418,7,22395,13777,12,39,NA,3736,58774,149596,83008,39458,8927,3212,1051808,82007,132930,2254,1421,69226,2725,0,260,8,70,NA,NA,0,"01080207",272,1,4,6945,36,150,8,385,187,62,0,56,0,0,NA,2629,10,0,43,20,142,72,4,16,0,4,6,85,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,8011,45114,1032,0,0,1664,252,84084,28875,90,132,NA,17092,104346,371353,333332,214715,50428,7582,1558473,30933,18226,6935,5894,178991,21425,0,297,406,734,NA,NA,1,"01080205",1881,2,14,13743,315,2153,46,516,1140,753,0,52,0,0,NA,8129,267,0,269,491,233,109,12,40,0,23,122,395,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,38607,934,0,55,601,1577,5440,113985,2,27739,NA,11595,74556,154589,107568,65611,17416,4215,1149608,610774,378810,11774,2220,129978,6241,39,75,144,23,NA,NA,16,"01080201",487,3,411,5015,798,167,9,4923,351,0,0,288,0,81,NA,106,23,0,0,2,2,226,662,0,2,120,0,0,0,565,533,10,679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,7746,80,0,0,287,406,2451,86192,1,91,NA,2746,150684,120814,56347,37514,9588,4951,978713,276662,176862,8295,2252,145012,7854,0,28,35,30,NA,NA,107,"01080204",1784,0,25,464,109,4,63,371,127,2,0,7,1,1,NA,212,8,0,9,13,1,3,7,8,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7733,1387,0,3,210,382,3148,45954,122,89,NA,5431,27144,81613,40430,17419,5767,3125,888640,88461,209065,3251,1101,53818,2504,0,228,384,10,NA,NA,0,"01080206",340,0,326,2349,6,7,4,363,63,18,0,36,0,2,NA,1772,31,2,1,8,0,18,1,1,0,3,0,0,0,0,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,17024,12,1,0,1,0,179,161257,0,0,NA,54,46459,81553,32904,11059,2363,6047,805233,555076,838457,42209,3863,63219,1617,0,8,1,43,NA,NA,42,"01080103",1,0,4,2,12,0,12,0,750,0,10,0,0,49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,16541,37,1,0,85,69,11695,111117,0,246,NA,1523,30843,82971,30799,14764,2383,2357,952718,592752,539142,10524,2399,34550,3231,0,42,12,2,NA,NA,15,"01080107",2171,0,5,89,37,16,5,224,11,0,0,0,0,2,NA,0,0,0,0,2,0,10,31,0,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,17086,283,0,0,0,54,525,94314,0,4,NA,31,51455,58129,22673,5012,1016,4978,1449205,635230,1196210,79771,11455,156602,2089,0,10,0,0,NA,NA,27,"01080101",1,0,2,0,2,0,5,0,4,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,10862,1,2,0,0,0,539,102177,0,1,NA,47,21514,52412,19451,7996,1492,879,535207,275288,427424,15610,999,15815,433,0,5,0,0,NA,NA,0,"01080104",63,0,3,1,1,2,10,0,124,0,1,0,0,41,NA,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,18349,57,5,0,29,106,5843,228491,0,3,NA,519,79098,137084,70544,31458,5823,5052,1285323,925800,924097,26052,3464,52198,3254,0,17,16,0,NA,NA,7,"01080106",556,0,53,50,5,3,7,16,76,2,1,0,0,6,NA,0,0,0,0,15,0,3,25,0,131,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,10411,59,3,0,32,6,1161,168214,0,0,NA,474,6949,59467,21023,7965,1021,939,983663,306249,441286,21248,2229,14323,1145,0,4,16,1,NA,NA,4,"01080105",6,0,18,8,1,0,0,1,158,0,6,0,0,0,NA,0,0,0,0,0,0,0,11,0,506,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,10528,1,0,0,0,0,22,121021,0,0,NA,38,7838,45374,22244,8556,1756,1350,529560,242944,392480,29747,1919,34649,634,0,4,0,0,NA,NA,4,"01080102",0,0,0,1,0,0,0,0,1,0,39,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1890,9,0,2,43,4,166,19841,1,4,NA,333,31823,58062,30630,16612,3786,4947,312110,366144,178411,6618,945,81499,5474,0,28,0,15,NA,NA,13,"01080202",79,0,1,75,16,0,22,69,5,1,0,0,1,2,NA,1,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,8391,30,0,4,79,44,1269,79355,0,1956,NA,3107,30023,63319,24075,10479,1406,1149,963141,250227,416258,4175,1091,44350,2306,9,620,53,8,NA,NA,0,"01080203",792,1,3,615,398,16,0,336,15,0,0,12,0,0,NA,0,0,0,0,3,0,10,49,0,1,0,0,0,0,1,7,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,3189,0,0,NA,75,15,4401,50386,0,47,NA,1770,89134,338510,413578,542287,201874,17479,643254,167265,11115,3463,6284,348486,117238,NA,5,0,62,NA,NA,79,"01090001",680,204,0,478,348,1,96,28,62,1,11,6,0,NA,NA,0,0,0,7,3,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486841,3327,2,0,NA,36,0,1004,7562,0,16,NA,212,27101,16853,22950,16384,2007,7964,66661,1834,3374,829,3910,17102,15754,NA,0,0,35,NA,NA,12,"01090006",39,11,0,173,449,0,48,5,7,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,20590,21,1,NA,873,100,29074,81108,0,2518,NA,13788,169173,339843,380031,424907,150470,28694,1087490,228621,31241,4995,16375,488835,43235,NA,41,1,212,NA,NA,215,"01090004",696,27422,0,4562,850,179,769,691,685,0,15,287,105,NA,NA,0,0,3,29,39,0,1,34,0,NA,NA,NA,17,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,2933,3,0,NA,78,3,1249,36445,2,47,NA,2760,40878,119645,119822,123579,38061,8635,699885,46081,9124,4663,2988,100203,6911,NA,47,0,154,NA,NA,31,"01090003",489,20,7,612,242,0,60,92,76,3,7,5,26,NA,NA,13,5,0,7,17,11,9,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379772,12399,7,9,NA,137,165,12419,30974,1,399,NA,12109,181510,338090,375910,227505,45693,126022,634013,586867,121294,65128,67649,305165,180340,NA,24,0,37,NA,NA,44,"01090002",86,92965,0,5490,305,87,175,33,92,0,0,153,0,NA,NA,0,0,546,0,138,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,3764,7,0,0,142,2,22409,3796,0,29,0,3789,33046,224805,206275,142727,38747,5755,688221,5211,1268,1471,2555,61002,24572,NA,9,7,222,NA,NA,3,"01100004",1726,5,1,1055,71,77,13,70,23,9,2,0,0,0,NA,75,0,NA,149,198,92,97,1,17,0,3,0,18,0,NA,NA,NA,NA,0,0,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,17326,3,0,0,370,1,8719,35016,0,10,0,3455,42415,87657,65959,54062,15044,3807,631376,3711,1771,2362,2060,70918,12614,NA,6,0,124,NA,NA,0,"01100003",88,2,0,166,1102,4,91,49,21,0,9,0,0,0,NA,16,0,NA,9,109,21,3,3,1,0,3,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,40261,113,0,0,466,6,50502,51496,1,12,0,5933,63032,135159,70874,36446,8223,8759,1245650,113980,73837,7032,3038,198478,9389,NA,1,5,445,NA,NA,15,"01100001",708,366,7,393,1382,1,194,199,99,19,4,10,32,0,NA,35,3,NA,2,11,1,10,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,20360,49,0,0,102,3,43156,17687,1,4,0,3557,30221,96652,39621,15320,3634,3625,1018004,47175,63723,3761,965,99702,5830,NA,0,1,136,NA,NA,3,"01100002",865,2,0,92,137,3,79,57,10,1,1,1,9,0,NA,2,0,NA,4,21,4,5,1,0,0,0,0,2,5,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,57360,6117,1,5,292,168,208008,125610,8,15,0,25615,162724,438176,239342,145932,34848,7403,3419134,195100,193281,14879,88692,233896,14534,NA,62,255,40,NA,NA,3,"01100005",1196,0,27,1880,14,53,25,203,425,8,1,4,0,108,NA,155,5,NA,73,54,171,7,1,4,37,5,1,3,0,NA,NA,NA,NA,0,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,512,6,0,0,50,2,4152,3218,1,0,1,1544,27616,284764,156785,107474,40497,1851,611794,11607,450,1065,3113,25994,5986,NA,0,17,3,NA,NA,0,"01100006",53,1,2,123,1,2,2,42,4,0,0,0,0,0,NA,19,1,NA,1,2,0,2,0,1,0,0,0,2,0,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,11882,3,0,0,498,98,4000,26314,0,80,0,1645,23360,48085,33062,21506,3897,4857,491851,54811,14072,1479,2852,109271,5694,NA,2,0,247,NA,NA,6,"01100007",74,88,9,446,10607,0,101,35,35,0,0,0,5,0,NA,1,0,NA,5,5,7,0,1,0,0,3,0,0,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3739,109,3,0,56,91,509,12709,0,0,1,1132,191841,49136,10303,2575,702,4296,1683087,620212,283860,18597,24851,117521,9622,NA,0,3,4,0,NA,0,"02020002",2,0,1,1,0,0,4,0,15,1,0,NA,0,2,NA,NA,NA,0,0,0,0,15,0,NA,103,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,47338,11512,121,1026,1131,974,26610,183083,0,0,56,24567,50122,251559,73113,29873,9753,2450,1636706,110850,328346,9413,331122,243636,8630,NA,2,704,0,4,NA,0,"02020007",10970,5,64,1000,7948,7,168,750,581,1,3,NA,16,166,NA,NA,NA,3,8,86,0,11,22,NA,0,NA,14477,0,0,411,NA,0,3,NA,NA,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,188996,3662,194,597,744,408,160770,269625,0,8,57,47921,87273,282913,147001,70186,18834,7670,2535514,557799,252775,58536,451459,321330,13344,NA,23,498,2,0,NA,130,"02020003",239,0,280,526,3015,0,1453,72,34,179,6,NA,0,1,NA,NA,NA,0,0,0,0,27,0,NA,3,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,12,541,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,326438,40719,1312,99,2358,5539,135495,576894,84,111,84,39978,159012,349792,182128,85942,29980,4448,2748676,714350,364309,281404,943778,311484,17225,NA,4,7776,132,0,NA,0,"02020004",341,0,527,194,53,6477,27,11,75,444,3,NA,0,819,NA,NA,NA,0,0,2,0,148,33,NA,2298,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,39,2,8,27,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,740,13,1,0,37,11,477,2946,0,0,2,508,202215,84036,15409,4859,724,1499,2266420,1621492,437371,17771,7964,115899,7378,NA,0,0,1,0,NA,0,"02020001",2,0,0,1,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,0,0,0,0,1,0,NA,3,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,11941,1035,40,58,502,163,16039,66288,0,0,36,12302,116975,277688,134003,83899,24972,5245,1423826,36965,42645,22151,272209,127850,12838,NA,3,94,0,0,NA,10,"02020008",25407,0,67,321,75,0,46,13,108,15,0,NA,0,0,NA,NA,NA,1,61,15,69,0,0,NA,0,NA,219,0,34,13,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,15,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,110189,21562,1223,160,2257,1548,59675,309475,0,0,217,36627,176932,433860,195171,103616,39232,16197,3424278,491876,539723,53960,684370,244485,30075,NA,64,2873,270,0,NA,0,"02020006",5542,0,1040,2001,94,393,112,248,34,1139,0,NA,0,18,NA,NA,NA,311,3,0,31,21,42,NA,3,NA,1,1,2,1,NA,4,0,NA,NA,NA,0,0,3,13,2,0,0,0,0,59,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,54571,2134,184,3,545,702,30051,210099,0,0,202,9539,23808,105230,21703,6192,1376,2292,1265158,309808,331484,1688,255635,35170,1622,NA,0,44,2,0,NA,0,"02020005",242,0,159,652,94,46,231,0,156,90,0,NA,0,2,NA,NA,NA,0,0,1,5,0,9,NA,31,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,18,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,4,0,0,0,0,0,4,29,NA,0,0,1,10940,747,1080,1148,615,1096,755,47,0,36,122,249,5759,NA,0,0,0,0,NA,NA,"02030203",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,7,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,407,693,1,1,1926,7,260,531,NA,3,37,2016,16289,242694,277266,384322,281100,8939,150979,1600,3341,8776,24342,87177,37153,NA,6,128,5,0,NA,NA,"02030104",2,4,4,102,129,NA,6,0,134,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,3,NA,0,1,NA,0,NA,NA,NA,NA,0,NA,22,0,0,NA,NA,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,3666,25,0,0,6567,50,607,1394,NA,11713,0,1339,49895,526548,548883,473810,129770,66032,406710,180915,26386,19937,150625,27243,103584,NA,0,4910,449,0,NA,NA,"02030202",234,0,0,389,1240,NA,482,120,364,0,0,0,0,0,NA,NA,NA,0,454,3,NA,0,0,NA,NA,NA,0,NA,0,0,NA,1153,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,93,510,0,0,0,398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,790,2,1,0,744,1,316,283,NA,327,0,178,9542,242246,114389,55986,16199,9340,139236,7943,18458,1190,16056,5874,16826,NA,0,69,18,0,NA,NA,"02030201",5,0,0,4,27,NA,16,17,52,0,0,0,0,0,NA,NA,NA,0,13,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,125,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,2,6,0,0,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2408,712,525,1,3,76,34,447,5361,NA,0,1,1794,119828,788741,391045,272924,121306,7488,1208697,4947,6224,4007,24922,288223,13207,NA,17,229,6,0,NA,NA,"02030103",26,2,3,63,7,NA,3,0,26,10,0,0,1,3,NA,NA,NA,12,6,1,NA,0,4,NA,NA,NA,4,NA,0,47,NA,0,5,NA,0,NA,NA,NA,NA,0,NA,5,0,0,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
