"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Alfalfa","Sweet Corn","Mustard","Christmas Trees","Squash","Cranberries","HUC","Misc Vegs & Fruits","Sod/Grass Seed","Peppers","Other Crops","Sorghum","Tobacco","Dry Beans","Tomatoes","Peaches","Grapes","Strawberries","Pumpkins","Durum Wheat","Sunflower","Cucumbers","Cabbage","Eggplants","Herbs","Other Tree Crops","Carrots","Greens","Aquaculture","Pears","Dbl Crop WinWht/Soybeans","Triticale","Sweet Potatoes","Onions","Cherries","Garlic","Plums","Dbl Crop WinWht/Corn","Dbl Crop Barley/Corn","Celery","Radishes","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Nectarines","Asparagus","Speltz","Dbl Crop Barley/Soybeans","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Sugarbeets","Watermelons","Switchgrass","Cantaloupes","Lettuce","Rape Seed","Dbl Crop Corn/Soybeans","Dbl Crop Barley/Sorghum","Pop or Orn Corn","Hops","Turnips","Rice","Dbl Crop Soybeans/Cotton","Pecans","Dbl Crop WinWht/Cotton","Flaxseed","Caneberries","Olives","Sugarcane","Citrus","Oranges","Cauliflower","Camelina","Vetch","Walnuts","Gourds","Mint","Apricots","Safflower","Lentils","Perennial Ice/Snow ","Other Small Grains","Pistachios","Dbl Crop Durum Wht/Sorghum","Honeydew Melons","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,1,0,8376,2,0,0,2,500,0,NA,5247,NA,54,NA,0,1364,45,53319,146480,85677,36779,7533,2224,1033477,98312,140747,5051,59317,39572,3582,NA,279,11207,2337,NA,1,1682,1,"01080207",0,27,6,15,0,2074,91,0,0,0,24,43,2,14,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,8011,49727,41,0,0,47,2595,0,NA,14203,NA,54,NA,0,6290,492,93740,377428,336542,203652,42671,5747,1555768,37010,16943,17275,164809,113520,23727,NA,32,33607,4688,NA,87,1104,14,"01080205",0,154,96,143,3,9652,466,4,1,4,1,527,98,0,161,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,32860,480,89,0,4,1885,11,NA,66155,NA,16993,NA,0,21889,216,69201,154673,107441,60192,15567,3234,1130368,641633,363389,18044,121170,79374,8225,NA,182,3687,4457,NA,1,4273,55,"01080201",7,997,352,23,108,118,208,0,6,0,352,442,92,0,17,0,0,672,2,126,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,5845,102,0,0,7,33,0,NA,56194,NA,6,NA,0,1616,365,144574,121253,56063,33911,7935,3452,986059,298530,154970,11074,84716,100603,9503,NA,25,1056,417,NA,9,139,4,"01080204",1,7,6,33,1,318,1,12,9,14,2,103,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,8109,68,0,0,62,299,2,NA,24343,NA,55,NA,0,1101,111,23955,81059,40742,16519,4958,2019,853091,112570,225245,6444,55538,29537,2573,NA,558,1083,630,NA,1,521,0,"01080206",0,1,64,12,0,1410,12,0,2,0,1,108,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,18108,4,5,0,1,6,33,NA,122850,NA,1,NA,0,33,0,45172,83324,31380,10559,1925,6454,800060,552314,873011,51688,38120,32487,1250,NA,1,393,1,NA,4,1,0,"01080103",1,0,0,6,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,14270,0,2,0,0,49,3,NA,52045,NA,80,NA,0,755,844,28274,82567,28815,12035,2078,3910,913256,587715,563381,15194,111971,15107,3980,NA,47,6238,149,NA,0,456,0,"01080107",4,31,3,9,0,12,2,0,5,0,59,71,0,0,0,0,0,0,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,327909,16466,159,21,0,0,7,11,NA,69713,NA,122,NA,0,56,1,48200,60248,21685,4654,827,4579,1418463,706944,1249155,77416,14105,87609,5185,NA,4,544,0,NA,0,0,0,"01080101",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,10942,14,0,0,0,0,1,NA,64422,NA,3,NA,0,26,1,20451,53110,18461,6647,1118,996,518999,301758,426192,14237,42934,6541,492,NA,1,749,7,NA,0,1,0,"01080104",28,2,0,4,0,1,2,0,0,0,0,262,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,17235,14,0,0,0,10,16,NA,101330,NA,11,NA,0,416,83,76653,137509,67346,26553,4441,7910,1251091,930046,914958,35724,204235,21327,4215,NA,7,2120,21,NA,2,249,0,"01080106",50,2,0,4,0,9,1,0,0,0,6,8,0,0,0,0,0,0,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,9184,10,0,9,5,3,52,NA,112381,NA,0,NA,2,277,0,6444,60539,20983,7064,884,657,958023,292994,456032,26162,87595,7878,874,NA,0,404,4,NA,5,2,0,"01080105",9,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,10691,6,7,0,0,0,2,NA,97270,NA,0,NA,0,45,0,7443,48127,21167,8398,1550,1645,532794,258411,393980,28489,24589,15752,287,NA,1,51,2,NA,0,0,0,"01080102",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,1237,8,0,0,1,0,0,NA,7040,NA,2,NA,0,82,18,28883,58816,31928,15240,2881,3237,304093,403043,169614,3943,33411,48092,7869,NA,3,158,25,NA,0,13,0,"01080202",0,0,3,20,0,13,2,9,1,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,6632,2,0,0,0,185,1,NA,41459,NA,1533,NA,0,1510,324,28573,62508,24131,9421,1351,1874,950835,251512,415996,11684,71785,23152,2101,NA,616,463,569,NA,9,359,1,"01080203",1,481,6,0,0,1,7,0,35,0,20,14,2,0,0,0,0,27,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1336429,2286,6,NA,NA,1,4,5,NA,14183,NA,59,NA,NA,261,42,84859,358695,442366,502238,190620,13765,697048,190215,11353,6533,90648,244793,110147,NA,0,1206,301,NA,0,6,233,"01090001",0,9,3,20,12,0,1,0,0,0,0,4,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,486841,2048,6,NA,NA,0,5,0,NA,3943,NA,9,NA,NA,290,3,25355,18519,23091,16197,1807,8542,57923,2396,5052,482,13120,20809,14383,NA,0,305,74,NA,9,5,10,"01090006",0,238,5,31,8,25,2,0,0,0,0,0,4,NA,NA,0,NA,NA,NA,NA,NA,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,691331,16834,411,NA,NA,0,19,13,NA,41181,NA,2693,NA,NA,8785,247,165400,348728,407165,414048,139668,11851,1109003,245743,37198,11961,140706,388878,39718,NA,2,19528,2235,NA,294,649,23500,"01090004",3,505,12,761,145,53,727,0,0,9,0,145,1,NA,NA,20,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,2501,1,NA,NA,0,4,0,NA,14537,NA,10,NA,NA,799,145,39146,119395,121278,117245,33893,4790,712731,47716,7928,12409,64882,55972,8903,NA,1,822,91,NA,2,18,5,"01090003",0,484,3,109,37,55,11,8,3,0,0,3,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,6379772,9620,17,NA,NA,0,11,1,NA,22186,NA,531,NA,NA,8765,24,179253,345894,395063,200759,41917,117152,601629,608688,104566,74665,115396,310504,191367,NA,19,9348,1800,NA,3,17,84234,"01090002",0,9,2,32,0,0,373,0,0,72,1,65,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1189,4495,2,0,NA,0,100,0,NA,1238,NA,5,NA,NA,637,1003,26540,241951,210831,134301,34360,6682,697693,9711,1807,3630,29292,33313,22273,NA,1,12476,266,NA,3,185,0,"01100004",NA,5,322,46,0,62,11,138,41,101,0,12,0,0,116,52,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1038,15935,1,4,NA,1,0,0,NA,15965,NA,13,NA,NA,5442,27,38153,93698,67667,46954,12359,4318,638228,3168,1458,4882,44302,47582,12239,NA,1,7234,55,NA,39,13,7,"01100003",NA,596,11,75,15,15,4,3,0,10,0,0,9,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,38304,5,0,NA,0,19,0,NA,25534,NA,2,NA,NA,4302,260,53965,134738,71989,29834,6393,7073,1243400,122046,65632,12955,109739,152565,11369,NA,14,34036,140,NA,956,24,354,"01100001",NA,725,11,135,6,24,15,10,7,3,0,18,13,0,0,0,NA,NA,NA,NA,NA,NA,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,18571,0,13,NA,0,4,0,NA,8069,NA,6,NA,NA,4141,158,24377,96713,39808,12734,2513,3158,1014129,50705,57631,10684,63595,73279,7018,NA,10,27027,45,NA,27,22,16,"01100002",NA,58,4,50,2,3,3,3,1,9,1,6,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,35,52832,3669,1,NA,59,260,18,NA,59629,NA,1,NA,NA,8705,669,146441,426785,235487,134857,30975,5063,3321207,235235,216416,47479,416686,126458,15562,NA,63,129806,733,NA,5,84,0,"01100005",NA,1,48,14,1,32,5,0,21,4,2,423,0,191,30,15,NA,NA,NA,NA,NA,NA,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,3928,383,0,0,NA,0,1,1,NA,250,NA,0,NA,NA,188,248,24585,280707,156765,99263,37917,2122,610869,18968,475,2543,28092,16471,5697,NA,0,3156,33,NA,0,11,0,"01100006",NA,0,10,1,0,3,0,5,0,0,0,1,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,12430,1,0,NA,0,5,0,NA,13743,NA,102,NA,NA,1830,16,21137,47899,34010,20604,3062,3568,477283,57090,10657,3322,47060,102611,7152,NA,0,2659,236,NA,37,15,65,"01100007",NA,4191,13,56,12,19,23,0,0,0,0,69,18,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3522,14,1,0,1,16,74,NA,11085,NA,23,0,0,376,1,192144,50715,9030,1597,440,2689,1625380,529594,285498,24860,30191,246741,20667,NA,17,245,5,NA,0,1,0,"02020002",37,2,NA,1,108,NA,0,0,0,0,0,25,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,48130,6180,102,0,516,217,264,NA,156286,NA,12,0,66,18170,6817,48635,235581,65804,22876,8300,3208,1560372,98811,337806,8414,470743,270695,7395,NA,1,14902,2987,NA,14,7,1,"02020007",9,7131,NA,92,265,NA,3,3,27,120,16,700,NA,4,NA,0,NA,372,0,3,NA,NA,10,439,5,1,16413,2,61,2,38,4,351,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,169133,3520,87,10,243,2946,601,NA,173206,NA,43,0,101,35106,149,87075,275239,137663,53203,15473,6572,2313108,448818,257189,92836,710477,545629,9776,NA,138,141061,270,NA,4,46,0,"02020003",153,2816,NA,638,172,NA,2,0,4,0,3,542,NA,0,NA,0,NA,0,2,1,NA,NA,0,6,583,0,4,0,2,0,13,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,333613,28107,576,2,8666,687,5273,NA,542782,NA,4,1,153,26872,349,159970,357766,181330,73358,26215,4021,2568023,505328,274701,284494,1057167,769153,23396,NA,15,100206,124,NA,9,94,0,"02020004",33,90,NA,14,210,NA,7315,1,0,2,73,524,NA,108,NA,1,NA,0,0,1,NA,NA,0,1,128,0,4,0,0,0,11,0,0,0,86,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,578,17,0,0,0,10,34,NA,1019,NA,23,0,1,244,2,204495,85727,14845,2813,488,1933,2212696,1376585,501959,36665,12914,312788,21826,NA,0,104,5,NA,0,0,0,"02020001",0,2,NA,2,3,NA,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,12682,829,0,0,106,309,121,NA,68551,NA,0,0,6,10270,21963,111544,269043,127225,60989,20926,6239,1357553,37372,50753,44510,355812,132547,14760,NA,4,10492,178,NA,3,0,0,"02020008",2,76,NA,2,321,NA,0,11,30,1,6,176,NA,0,NA,0,NA,0,0,0,NA,NA,128,134,1,0,323,66,17,33,1,0,0,1,0,0,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,103020,19367,9,0,1535,1376,1555,NA,258056,NA,4,0,101,39510,3976,169183,440292,192618,86749,35173,14440,3285976,448277,547695,112372,839634,307503,31513,NA,26,42763,6628,NA,5,21,1,"02020006",97,190,NA,20,226,NA,256,2,5,1,6,353,NA,19,NA,0,NA,1,0,4,NA,NA,1,74,350,0,30,4,13,0,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,62527,2152,155,0,118,199,316,NA,187504,NA,159,0,136,5194,112,22716,108419,19407,5101,977,2462,1211161,291113,343206,3514,308592,75806,3505,NA,0,15722,10,NA,1,9,0,"02020005",9,131,NA,207,47,NA,4,1,0,1,0,255,NA,3,NA,0,NA,0,0,1,NA,NA,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3401999,8,0,0,NA,0,1,0,NA,1,NA,0,0,0,1,0,10317,1132,1289,1151,471,1692,572,58,3,29,125,189,5588,NA,0,0,6,NA,0,0,0,"02030203",0,0,1,3,0,NA,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,512169,822,824,0,NA,118,1655,9,NA,736,NA,46,0,2,1657,0,14902,250355,294529,373049,273944,7941,185391,2252,3749,10189,28829,47953,31076,NA,8,61,44,NA,0,0,8,"02030104",0,148,3,41,2,NA,1,0,18,0,0,2,NA,0,1,NA,NA,NA,NA,NA,1,NA,NA,44,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2897348,7044,33,0,NA,749,7252,767,NA,1416,NA,12855,0,0,1048,161,45372,539553,552946,441672,121183,58905,393631,178774,17528,22802,185311,44528,106676,NA,0,253,4239,NA,841,0,0,"02030202",0,0,4,69,0,NA,0,0,0,0,5,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,881,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,177569,771,15,0,NA,15,591,75,NA,124,NA,436,0,0,174,4,6481,244966,115374,50981,15752,10207,139314,12137,11062,1853,22491,7388,15632,NA,0,40,227,NA,55,0,0,"02030201",0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,153,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
